id_n,weight,Year,GROSS_INCOME,CONS_Food1,CONS_Food2,CONS_Alcohol_Tobacco,CONS_Clothing_Footwear,CONS_Housing,CONS_Hhold_Goods_Services,CONS_Health,CONS_Transport,CONS_Communication,CONS_Recreation_Culture,CONS_Education,CONS_Restaurants_Hotels,CONS_Miscellaneous,CONS_Total,CONS_Other,'CONS_Food
18507,86.28,2015,12037.43994,622.9387057,0,0,750,0,0,0,0,720,0,399,0,0,2491.938706,1869,7475.264468400001
15907,123.22,2015,120000,910,0,7752.48,3900,4800,0,9672,56800,14400,2400,0,4800,0,105434.48,104524.48,10920
40212,77.28,2015,237792,413.83,0,0,2000,0,0,14988,54104,3600,500,6444.999755999999,4797.599854,0,86848.42961404001,86434.59961404001,4965.96
8301,76.46,2015,174005.4376,425.49,0,6987.0336,5000,12090.55402,248.39999999999998,5571,5664,2880,0,6851.000062,0,2832,48549.47768,48123.987678000005,5105.88
26201,44.82,2015,27000,650.8,0,1151.4335999999998,700,21008.46953,8746,9600,138205,3600,0,0,14349.60004,11166,209177.30312355995,208526.50312355996,7809.599999999999
28911,100.43,2015,25245.24024,503.7700093,0,0,0,0,0,0,0,0,960,0,0,0,1463.770009,960,6045.240112
33502,59.05,2015,19769.65136,836.6160371,0,8786.6208,0,0,624,50,0,0,0,0,0,1200,11497.236837104001,10660.6208,10039.39245
44001,93.02,2015,19109.75244,390.09,0,0,700,5297.546168,0,0,259.20000000000005,1680,120,0,0,21950.4,30397.236168360003,30007.146168360003,4681.08
12102,58.67,2015,132632.5547,618.03,0,9001.583999999999,20400,313756.6206,19.200000000000003,8650,33750.00024,7200,3000,8670,8160,15600,428825.43483960006,428207.4048,7416.36
46006,102.32,2015,167312.7187,500.3705147,0,15396.7392,3999.9999995999997,72,0,7401.999999600001,16800,1920,0,2379.9999384000002,2064,2400,52935.10965,52434.73914,6004.446176
10001,52.84,2015,48735.99902,392.5671381,0,0,2100,1200,0,2786.0000004000003,7200,1440,0,0,2976,864,18958.56714,18566,4710.8056572000005
50207,104.11,2015,160728.3984,464.3402459,0,3869.3376,14454,55052.77009199999,0,8702,18380.6,3720,3699.9999995999997,0,669.5999909,454.79999999999995,109467.4479,109003.1077,5572.082950800001
5808,61.64,2015,25500,356.53,0,0,14000,16899.99994,25000,5800,57799.99999,12000,6480,0,0,0,138336.5299,137979.9999,4278.36
45801,77.08,2015,23825.03174,409.16,0,0,465,0,1200,12,3360,0,0,132.9999962,0,0,5579.159996,5169.999996,4909.92
513,96.64,2015,15606.720707999999,493.95,0,0,2600.0000004000003,5956.638505,694.8,12,384,480,1000,820.0000134,0,49440,61881.38852,61387.43852,5927.4
21903,95.66,2015,899.7181091,353.5067045,0,4997.8944,190,1320,0,0,0,0,0,0,0,0,6861.401104,6507.894399960001,4242.080454
54815,86.31,2015,32338.189452000002,961.478182,0,0,1700,5736,0,30,3792,2400,1500,4169.999863,0,0,20289.478045599997,19327.99986,11537.73818
22409,22.51,2015,19065.9873,310.82,0,0,0,240,312,0,0,480,0,0,0,238.79999999999998,1581.62,1270.8,3729.84
20602,86.82,2015,142512,410.45,0,0,5400,1344,0,5958,10955,0,3860.0000004000003,8222.999816,0,0,36150.44982,35739.99982,4925.4
39513,82.65,2015,30191.51953,413.83,0,0,0,240,0,0,0,1680,0,0,1080,6000,9413.83,9000,4965.96
24004,103.42,2015,8833.540283,329.2,0,387.624,650,0,0,0,0,120,0,0,0,0,1486.824,1157.624,3950.3999999999996
11007,80.59,2015,63801.996095999995,390.18,0,0,2700,0,0,1164,11928,2280,0,2106.9999384000002,3331.199982,1792.4,25692.779920800003,25302.599920800003,4682.16
38205,71.36,2015,31200,478.35,0,0,1800,840,1048.8000000000002,360,1200,3000,0,0,0,4339.200000000001,13066.35,12588,5740.200000000001
51611,21.37,2015,22762.82226,433.05,0,1715.712,838,720,6216,99.99999999600001,288,1200,0,530.0000152800001,0,5136,17176.76202,16743.71202,5196.6
11103,68.7,2015,17239.99951,390.18,0,0,0,3600,1440,116.00000000399999,3139.2000000000003,240,0,2049.9999384000002,1416,2064,14455.379938404001,14065.199938404001,4682.16
6611,74.3,2015,337383.3516,356.53,0,0,2799.9999995999997,5400,0,1200,19595,10080,2400,22500,0,0,64331.53,63975,4278.36
4103,115.05,2015,154.8386994,356.53,0,0,129,1560,0,124,5448,4320,0,0,360,0,12297.529999960001,11941,4278.36
42205,90.1,2015,35723.358395999996,412.13,0,0,800,0,9.600000000000001,0,0,720,0,1039.9999694399999,4176,1341.6,8499.329969479999,8087.199969,4945.5599999999995
38810,79.26,2015,19571.25732,413.83,0,0,0,600,0,99.99999999600001,0,0,0,0,672,5028,6813.83,6400,4965.96
17012,221.63,2015,216,361.46,0,0,5500,3771.5092331999995,0,0,8592,14400,0,4500,1512,5184,43820.96923,43459.50923,4337.5199999999995
33314,36.43,2015,622.2184753,362.1,0,465.1488,0,0,0,0,0,0,0,0,168,408,1403.2487999999998,1041.1488,4345.200000000001
42403,111.26,2015,9600,488.6749661,0,6563.280000000001,0,132,672,0,672,3840,0,0,72,3000,15439.95497,14951.28,5864.0995932000005
26814,110.34,2015,8152.8002928000005,356,0,0,580,600,2230.8,94.80000000000001,336,960,0,0,0,0,5157.599999960001,4801.599999960001,4272
31907,89.97,2015,49261.01953199999,840.9187892,0,5219.76,780,0,249.99999995999997,0,3552,1440,0,0,0,3744,15826.67879,14985.76,10091.02547
3101,61.82,2015,568703.3906,940.1919999,0,0,200.00000004000003,35800,24000,9754,91418,46560,6000,1519.9999692000001,0,7200,223392.192,222451.99996883998,11282.304
12615,148.71,2015,12000,390.18,0,0,2450.0000004000003,600,0,0,0,528,0,0,6035.600105,60,10063.78011,9673.600105,4682.16
27513,71.37,2015,12948.74414,364.9127486,0,9227.443200000002,600,0,36,0,0,264,0,0,0,630,11122.355948600001,10757.443200000002,4378.952983
2013,84.33,2015,25200,356.53,0,0,0,1800,0,0,0,960,0,0,1440,1680,6236.53,5880,4278.36
24713,61.76,2015,7008.336181199999,382.68,0,3669.264,711,240,2158.8,334.79999999999995,3360,1200,0,3119.76,480,3009.6000000000004,18665.904000000002,18283.224000000002,4592.16
13214,82.01,2015,17976.795407999998,361.46,0,620.1984,20,600,774,24,960,600,0,447.99998471999993,0,5302.799999999999,9710.458385,9348.998385,4337.5199999999995
22115,172.89,2015,78389.72461199999,466.5539512,0,5642.784000000001,3500.0000004000003,3720,0,6600,0,480,0,1874.999954,0,0,22284.33791,21817.78395,5598.647414399999
5906,79.41,2015,8213.696777,356.53,0,0,3630,3840,4038.4,5712,859.9999961999999,2400,3999.9999995999997,16304.999447999999,3000,180,44321.92944,43965.39944,4278.36
14707,98.02,2015,102199.99219199999,361.46,0,0,3099.9999995999997,137207.3869,258,774,47820,30000,0,0,0,5832,225352.84691959998,224991.3869,4337.5199999999995
54913,62.62,2015,12252.94996,743.5625524,0,0,0,0,0,0,624,960,0,110.00000382000002,0,0,2437.5625562200003,1694.000004,8922.750629
58102,73.61,2015,4369.818604,561.12,0,0,0,0,24,0,0,0,0,0,0,0,585.12,24,6733.4400000000005
13514,73.51,2015,4708.000122,361.46,0,0,369.99999995999997,89654.61682,118.80000000000001,0,11412,2160,0,0,0,1320,105396.8768,105035.4168,4337.5199999999995
7203,165.97,2015,12432,356.53,0,0,18230,11400,26172.4,8700,64186,576,9660,0,0,14365.6,153646.53,153290,4278.36
56510,72.48,2015,235553.7187,493.33,0,0,0,1200,0,5068,10685,3360,0,0,0,10896,31702.33,31209,5919.96
41406,81.27,2015,62180.75976,2887.224177,0,0,9550,4800,4848,162,30333,2760,260.00000004000003,2130.000046,0,7923.599999999999,65653.82422,62766.60005,34646.69012
24915,91.17,2015,38627.67187,382.68,0,0,0,0,0,0,1600,960,0,0,0,0,2942.6799995999995,2559.9999995999997,4592.16
9515,82.38,2015,14527.99658,386.41,0,0,1000,1800,0,0,0,0,0,117.99999617999998,720,0,4024.4099961399997,3637.999996,4636.92
22411,22.51,2015,30807.35156,310.82,0,0,475,420,672,0,0,960,0,0,6286.799995,1100.4,10225.019995159999,9914.199995,3729.84
31102,121.69,2015,15550.000488000001,431.16,0,0,0,0,0,0,0,960,0,0,0,0,1391.16,960,5173.92
30502,86.51,2015,7428.481933,431.16,0,1162.872,0,0,12,42,0,0,0,0,84,2640,4372.032,3940.8720000000003,5173.92
49402,117.1,2015,1848.1600343999999,715,0,0,2469.9999995999997,5400,120,60,336,960,0,450,0,2439.9999995999997,12950.999999200001,12235.999999200001,8580
25001,66.39,2015,3719.869996,382.68,0,0,0,4800,0,0,0,2160,0,0,696,17160,25198.68,24816,4592.16
7512,72.93,2015,68390.51368,408.4421069,0,0,570,8700,5100,0,97774.99999,10200,4080,0,2856,8400,138089.4421,137681,4901.305283
25911,89.26,2015,92388,667.8623213,0,0,4980,0,18400,7058.000000399999,86560,2400,0,4680,0,47376,172121.8623,171454,8014.347855599999
16810,79.05,2015,68385.08788800001,922.1199335,0,7139.539199999999,23010.8,7200,5000,2915.0000004000003,4800,7200,0,9786.000029,0,478.79999999999995,68452.25916710001,67530.13923360001,11065.4392
55206,100.65,2015,56862.08203199999,483.9896291,0,0,0,1440,0,144,3168,1440,0,0,0,0,6675.9896291000005,6192,5807.875549
26807,110.34,2015,45156,356,0,0,350.00000004000003,0,0,262.6666717,12000,2400,0,0,480,300,16148.66667,15792.66667,4272
55902,93.94,2015,47817.228515999996,415.17,0,0,1635,0,453.59999999999997,696,0,960,0,0,0,1030.8000000000002,5190.57,4775.4,4982.04
6501,65.88,2015,14742.23291,356.53,0,0,3999.9999995999997,16200.56464,18790.800000000003,0,13345,6480,10820,765,0,0,70757.89463,70401.36463,4278.36
40507,54.7,2015,170492.0039,388.92,0,0,1400.0000003999999,3660,480,15068,0,5520,3360,0,912,12660,43448.920004399995,43060,4667.04
17705,98.09,2015,75040.45898,361.46,0,0,1250.0000003999999,3000,0,775,15487.000007999999,9240,0,3292.9998779999996,5446.799995,0,38853.25988,38491.79988,4337.5199999999995
14314,82.48,2015,6288.191894400001,361.46,0,403.05600000000004,1830,1080,0,0,384,0,0,0,120,3780,7958.5160000000005,7597.0560000000005,4337.5199999999995
53509,99.27,2015,37443.36035,439.34,0,0,200.00000004000003,1200,0,0,1440,960,0,229.99999235999996,0,0,4469.339992,4029.999992,5272.08
38104,74.57,2015,75735.07618,350.09,0,1550.496,7899.999999600001,4200,42,1320,2880,1200,3360,4838.000062,984,0,28624.58606,28274.49606,4201.08
45515,72.99,2015,7419.580078,409.16,0,0,2319.9999995999997,1440,262.79999999999995,516,1440,936,99.99999999600001,0,0,4764,12187.96,11778.8,4909.92
8705,124.05,2015,1620,386.41,0,0,0,2700,0,0,0,2400,0,0,0,8760,14246.41,13860,4636.92
1902,144.22,2015,56799.996095999995,536.2371807,0,0,1233.9999996000001,1200,7494.2,528,3840,720,529,0,2026,14893.6,33001.037176260004,32464.799995560003,6434.846168399999
59210,47.87,2015,12769.495608000001,854.6206128,0,0,0,0,0,5375,0,0,50,1903.999969,0,0,8183.620582404001,7328.99997,10255.44735
24413,166.91,2015,83349.33984,899.12,0,0,2520,6110.309359,1340.4,2972.3999999999996,16455,4164,1800,0,0,2059.2,38320.429359199996,37421.30935919999,10789.44
11706,84.25,2015,89446.20118,400.25,0,7171.044,25100,3600,10544,0,11112,2400,0,0,6763.200010800001,450,67540.49402,67140.24402,4803
33101,66.69,2015,8433.259277,362.1,0,0,1820,0,0,0,0,0,0,0,0,190.8,2372.9,2010.8,4345.200000000001
51709,61.88,2015,27010.20703,484.543977,0,1297.2240000000002,670,0,99.99999999600001,1920,0,1920,0,0,0,912,7303.767976956001,6819.223999956001,5814.527724
52208,80.72,2015,8817,332.428643,0,0,0,1200,96,0,0,1680,0,0,0,1233.6,4542.028643000001,4209.6,3989.1437160000005
48104,108.14,2015,23204.625,493.32,0,28827.964799999998,5150,10950,0,24,2496,4800,0,969.9999733,240,1440,55391.28477,54897.96477,5919.84
54801,86.31,2015,182099.789,415.17,0,0,0,4800,0,700,19200,3840,0,0,2088,0,31043.17,30628,4982.04
54011,59.62,2015,58298.08008,415.17,0,1085.3472,3849.9999995999997,17150.92337,0,0,360,0,0,59.999998571999996,0,0,22921.440566171997,22506.27057,4982.04
8810,74.16,2015,28363.35937,638.45,0,0,720,2640,0,0,768,1200,0,105.99999617999998,226.79999543999998,1399.1999999999998,7698.449992,7059.999992,7661.400000000001
4801,93.21,2015,162099.9961,356.53,0,5426.736,5300,600,0,600,4704,3360,0,0,0,0,20347.266,19990.736,4278.36
39201,77.04,2015,124.79050824000001,413.83,0,0,0,600,0,2280,7680,1056,0,0,0,2640,14669.83,14256,4965.96
9913,76.61,2015,24890.03906,786.08,0,0,4400,1200,981.5999999999999,436.79999999999995,576,2160,0,3504.999878,1080,5292,20417.479878800004,19631.399878800003,9432.960000000001
42506,81.15,2015,271294.1953,412.13,0,0,4900,1800,0,0,150336,4560,1000,0,9360,1440,173808.13,173396,4945.5599999999995
42301,103.73,2015,19938,412.13,0,0,150,0,0,0,384,1560,0,304.99999235999996,2280,960,6051.129992,5638.999992,4945.5599999999995
4004,120.98,2015,19384.35937,417.3656525,0,0,1850,1800,0,108,9936,1680,0,319.99999235999996,48,0,16159.36565,15741.99999,5008.38783
810,77.47,2015,60000,356.53,0,3647.25,5000,0,0,0,480,0,0,0,16656,0,26139.78,25783.25,4278.36
23313,40.08,2015,1776.0527339999999,329.2,0,0,1250.0000003999999,1440,0,0,0,480,0,0,0,384,3883.2000003999997,3554,3950.3999999999996
28303,70.78,2015,186342.0703,314.5717781,0,0,0,4440,0,0,3360,0,0,0,288,0,8402.571778,8088,3774.861337
9209,66.56,2015,18335.720220000003,386.41,0,0,0,600,0,0,0,0,0,734.0000038,0,11160,12880.41,12494,4636.92
47104,123.84,2015,214314.7266,408.4,0,0,2400,49437.577571999995,2429.0000004000003,1700,106470,2400,0,739.9999923600001,4076.3998716000006,2964,173025.3774,172616.9774,4900.799999999999
409,78.8,2015,40929.108395999996,356.53,0,1162.872,865,0,478.79999999999995,0,864,1440,0,0,7476,1888.8000000000002,14532.001999959999,14175.471999959998,4278.36
3906,88.04,2015,96257.22070800001,536.9313251,0,0,0,41333.64187,27767.28,0,9734.400000000001,2640,0,714.9999847199999,1290,0,84017.25318,83480.32186,6443.175901
29709,65.28,2015,25260,369.86,0,0,1419.9999996000001,0,0,0,2352,5760,0,0,0,50,9951.859999604001,9582,4438.32
42110,91.43,2015,272580,517.7731989,0,14438.993999999999,0,6000,99.99999999600001,0,4200,2160,0,0,0,3600,31016.767198895996,30498.993999995997,6213.278386800001
58809,72.74,2015,12826.07666,547.66,0,0,0,0,0,0,0,480,0,410.0000038,0,672,2109.660004,1562.000004,6571.92
47205,80.08,2015,22085.904779999997,368.7,0,0,0,240,0,0,4800,0,0,0,1632,0,7040.7,6672,4424.4
2105,90.31,2015,29988,356.53,0,0,3369.9999995999997,840,120,0,3108,2400,0,0,9957.60006,864,21016.13006,20659.60006,4278.36
44505,58.77,2015,10150.07959,390.09,0,0,0,0,0,0,480,0,0,274.99999235999996,0,0,1145.089992,754.9999924,4681.08
54210,59.68,2015,103255.99219199999,415.17,0,5426.736,0,2400,0,50,45000,0,0,0,744,0,54035.906,53620.736,4982.04
52714,71,2015,0,320.45,0,0,0,0,0,840,0,0,0,0,0,0,1160.45,840,3845.3999999999996
7707,61.29,2015,18000,356.53,0,0,351,6300,0,0,1848,4560,0,31599.999023999997,0,0,45015.529023999996,44658.99902,4278.36
34401,83.47,2015,2154,407.2358073,0,0,0,1200,2280,0,0,0,500,0,0,6816,11203.23581,10796,4886.8296875999995
49105,179.22,2015,60272.507807999995,1049.274477,0,0,0,1680,0,12,1848,960,0,0,192,0,5741.274477,4692,12591.29372
42803,95.62,2015,34869.79687,415.95,0,0,0,0,4405.799999999999,0,0,1200,0,0,1872,3379.2000000000003,11272.95,10857,4991.4
28511,79.98,2015,11181.312011999999,312.33,0,2901.4608,0,0,0,0,0,0,0,0,0,0,3213.7907999999998,2901.4608,3747.96
58709,119.8,2015,31760.258783999998,1323.597024,0,0,590,600,2199.9999995999997,3561.9999995999997,20040,960,0,0,0,0,29275.597023239996,27951.999999239997,15883.16429
30410,81.57,2015,66758.27929199999,431.16,0,0,0,9600,7200,588,1536,2880,1000,0,696,0,23931.16,23500,5173.92
55806,231.64,2015,43901.43457,591.79,0,0,18500,5280,1238.4,3003.9999995999997,22440.72,14400,4360,7874.000244000001,2811.9999995999997,4996,85496.91024639999,84905.12025,7101.48
31904,89.97,2015,19528.84717,431.16,0,0,450,0,0,0,0,0,0,0,504,0,1385.16,954,5173.92
18315,74.06,2015,678000,744.29,0,0,6564.4,2400,1208.4,6750,27940,2400,0,0,11200,13078.800000000001,72285.88999519999,71541.6,8931.48
55807,231.64,2015,26472,415.17,0,5329.83,3000,1800,1843.4,0,1680,3000,249.99999995999997,0,3027.9999995999997,94.80000000000001,20441.199999959998,20026.03,4982.04
40711,45.35,2015,45974.9414,872.35,0,0,3099.9999995999997,0,48,12,1824,4560,2000,0,7380.400055,1791.6000000000001,21588.350054799997,20716.00005,10468.2
56911,78.61,2015,11432.80298,493.33,0,0,0,0,0,14400,768,0,0,0,0,0,15661.33,15168,5919.96
9902,76.61,2015,582.3746337599999,386.41,0,0,0,280.00000764000004,1704,18,0,0,0,0,0,6000,8388.410007640001,8002.000008,4636.92
25915,89.26,2015,20917.60254,319.88,0,0,3500.0000004000003,1200,72,0,0,0,0,300,0,0,5391.88,5072,3838.56
25503,95.49,2015,16390.00049,382.68,0,925.0319999999999,0,9864,718.8,0,0,0,0,0,0,472.79999999999995,12363.311999999998,11980.631999999998,4592.16
46415,64.57,2015,89790.72070800001,409.16,0,0,1800,4116.221608,0,0,7200,1440,0,1399.9999692000001,0,0,16365.38158,15956.22158,4909.92
41702,64.95,2015,10872.70825,412.13,0,0,0,1680,478.79999999999995,660,1896,960,0,0,0,0,6086.93,5674.8,4945.5599999999995
25109,64.33,2015,24397.80616,477.5,0,1002.5568000000001,1750,0,3104.0000004000003,20,2880,1440,0,0,1128,11700,23502.0568,23024.5568,5730
28815,96.22,2015,8658.949951,601.8433145,0,0,0,0,0,0,0,0,0,0,0,310.79999999999995,912.6433145,310.79999999999995,7222.119774000001
54411,44.73,2015,74182.45898,415.17,0,1550.496,2250,0,0,0,0,6000,0,0,240,0,10455.666,10040.496,4982.04
31811,73.98,2015,3393.359986,431.16,0,1647.402,0,1800,0,12,12214.00001,0,0,420,0,432,16956.56201,16525.40201,5173.92
30508,86.51,2015,23029.920407999998,431.16,0,4070.0519999999997,700,990,1320,0,0,480,0,308.9999914,2148,1632,12080.21199,11649.05199,5173.92
27205,93.23,2015,36814.6875,356,0,2955.744,1630,0,0,562,5352,2880,0,0,528,2400,16663.744,16307.744,4272
46514,73.42,2015,213836.9063,409.16,0,0,2700,3708,0,3360,17755.00001,3120,3360,0,6879.999999600001,0,41292.16001,40883.00001,4909.92
52815,77.31,2015,41571.53321,918.702375,0,4670.8692,249.99999995999997,0,0,0,0,120,0,0,0,0,5959.571574959999,5040.8692,11024.4285
24814,73.87,2015,4493.992675199999,413.1425625,0,0,0,0,0,168,0,0,0,309.99999624000003,0,480,1371.142559,957.9999962,4957.71075
49503,72.05,2015,15600,421.87,0,38684.875199999995,0,6696,312,0,21600,0,0,0,0,166.8,67881.5452,67459.6752,5062.4400000000005
28614,76.83,2015,67751.08008,769.3135395,0,0,0,0,0,0,0,0,0,0,0,64.9999981,834.3135375960001,64.9999981,9231.762474000001
54315,82.9,2015,13591.75927,722.8569772,0,0,1020,0,0,0,0,1920,0,99.99999617999998,0,0,3762.856973,3039.999996,8674.283726399999
14915,103.82,2015,13229.247071999998,361.46,0,0,99.99999999600001,2100,9.600000000000001,270,1128,6240,2940,0,288,3228,16665.06,16303.6,4337.5199999999995
52813,77.31,2015,143379.2578,1159.05,0,0,3159.9999995999997,0,1333.92,7500,19399.99999,1920,0,0,0,1092,35564.96999,34405.91999,13908.599999999999
54409,44.73,2015,5246.01416,415.17,0,1550.496,400,0,0,0,0,0,0,0,0,0,2365.666,1950.496,4982.04
38709,136.05,2015,92343.68555,413.83,0,0,2229.9999995999997,6600,900,0,2880,2160,0,465.9999851,1056,1344,18049.82998,17635.99998,4965.96
5809,61.64,2015,373750.0781,592.4365858,0,2687.04,7299.999999600001,8400,813.5999999999999,6699.999999600001,2820,15000,10940,12570,19200,638.4000000000001,87661.47658539999,87069.03999959999,7109.239029599999
53709,47.28,2015,24537.811523999997,634.5480877,0,0,0,0,0,36,0,240,0,2649.999996,0,0,3560.548084,2925.999996,7614.577052
42503,81.15,2015,24913.309572000002,412.13,0,0,3500.0000004000003,0,1248,0,0,2640,900,0,0,1632,10332.130000399999,9920,4945.5599999999995
51913,97.28,2015,20239.33886,320.45,0,0,1700,960,800,684,0,0,300,759.9999847199999,48,375,5947.449985,5626.9999851600005,3845.3999999999996
25514,95.49,2015,4767.41748,382.68,0,1356.684,0,240,0,0,0,360,0,0,0,0,2339.364,1956.684,4592.16
22613,78.28,2015,15980.720220000001,505.6153382,0,0,815,600,0,0,384,720,0,925.9999694399999,576,0,4526.615308,4020.999969,6067.384058
41313,79.07,2015,9083.359863599999,412.13,0,0,2000,3840,768,0,3072,1848,0,1290,0,2424,15654.130000399999,15242,4945.5599999999995
4108,115.05,2015,33659.35254,356.53,0,1612.2240000000002,3999.9999995999997,240,600,47,0,1920,0,0,2640,0,11415.753999604001,11059.224,4278.36
37815,45.4,2015,144036,480.4112861,0,806.1120000000001,2000,0,0,0,0,0,0,546.9999934,0,0,3833.5232798600005,3353.1119937600006,5764.935433
10601,81.49,2015,25167.42774,346.28,0,4027.8384000000005,150,240,862.8000000000001,0,528,0,0,0,0,525.5999999999999,6680.5184,6334.2384,4155.36
46314,30.03,2015,0,409.16,0,0,279.99999995999997,780,0,0,384,2460,0,0,1296,192,5801.16,5392,4909.92
13113,81.54,2015,48000,361.46,0,13435.199999999999,600,814.8000000000001,9.600000000000001,0,2688,3360,0,0,288,1228.8000000000002,22785.859999999997,22424.399999999998,4337.5199999999995
45513,72.99,2015,24751.98632,482.25,0,0,0,480,0,0,192,240,0,0,0,0,1394.25,912,5787
55907,93.94,2015,5107.805053,415.17,0,0,0,0,0,0,0,0,0,0,0,192,607.1700000000001,192,4982.04
16009,217.14,2015,12000,361.46,0,5581.0560000000005,2949.9999995999997,6000,9000,0,720,8400,0,0,504,3360,36876.516,36515.056,4337.5199999999995
19911,88.19,2015,74644.35937,460.88,0,2325.744,3800.0000004000003,1200,0,3249.9999995999997,14815,1440,3000,790.0000305600001,0,2376,33457.62403,32996.74403,5530.5599999999995
28902,100.43,2015,1451.200013,528.1844521,0,0,0,0,0,0,0,0,0,0,0,0,528.1844521,0,6338.2134252000005
30904,42.67,2015,60113.630855999996,431.16,0,0,2079.9999995999997,4800,3600,120,7044,5040,0,945.9999989999999,144,0,24205.16,23774,5173.92
14801,108.81,2015,6.400000331999999,361.46,0,4206.672,20,0,0,0,0,960,0,0,0,0,5548.132,5186.6720000039995,4337.5199999999995
11615,59.49,2015,54846.996095999995,390.18,0,724.15728,550,5200.000122,1680,72,0,1800,0,0,2992.799995,14208,27617.1374,27226.9574,4682.16
49803,79.63,2015,21108.15821,421.87,0,0,3350.0000004000003,3180,3792,624,3984,1440,0,4957.999975,0,7005.599999999999,28755.469975599997,28333.59998,5062.4400000000005
51111,39.49,2015,29247.934572000002,421.87,0,0,0,0,0,240,192,480,3000,0,0,13698.8,18032.67,17610.8,5062.4400000000005
46510,73.42,2015,277097.5781,409.16,0,0,4500,2340,2499,5970,32927,2904,0,0,3572.4000324000003,790.8000000000001,55912.36003640001,55503.200036400005,4909.92
47307,81.09,2015,30190.35937,373.15,0,0,1432.6,3360,0,120,13440,12000,0,450,0,432,31607.75,31234.6,4477.799999999999
54003,59.62,2015,29470.719731999998,415.17,0,0,249.99999995999997,0,500.40000000000003,0,1920,7200,1000,456,624,1150.8000000000002,13516.369999920002,13101.199999920002,4982.04
14513,69.03,2015,10800,421.35,0,2687.04,700,3420,3456,0,1344,0,0,0,330,576,12934.39,12513.04,5056.200000000001
55101,59.49,2015,33723.0586,536.5628414,0,0,1290,0,0,0,1332,1440,0,0,0,0,4598.562841,4062,6438.754097
56513,72.48,2015,15730.921871999999,493.33,0,0,0,240,0,0,0,0,0,952.0000148400001,0,576,2261.330015,1768.000015,5919.96
36809,62.07,2015,23507.499023999997,389.57,0,0,890,600,0,0,2880,1680,0,0,480,7200,14119.57,13730,4674.84
41907,80.74,2015,28135.678716000002,412.13,0,0,9200,3720,0,0,0,9600,0,0,0,99.99999999600001,23032.13,22620.000000395998,4945.5599999999995
29409,103.79,2015,18974.755368000002,369.86,0,0,105,0,0,468,3960,0,0,560.0000152800001,96,0,5558.860015,5189.000015,4438.32
23902,47.54,2015,324.7200164,329.2,0,0,0,0,0,0,3936,960,0,0,0,0,5225.2,4896,3950.3999999999996
10707,73.7,2015,96527.02734,783.1951376,0,0,6100,4200,0,95,12514.4,1200,3588,2460,504,7014.999999600001,38459.595140804005,37676.400003204006,9398.341651
6114,76.21,2015,304656,360,0,0,1100,2400,18000,16968,48250.00001,9600,6000,26650.000308000002,0,168,129496.00031604001,129136.00031604001,4320
29114,60.32,2015,3326.5275875999996,312.33,0,0,0,39.99999905,0,430,0,144,0,0,0,0,926.329999,613.999999,3747.96
43005,27.61,2015,184798.0781,412.13,0,0,20000,3840,8980,4596,11962.00001,5520,0,0,2085.600037,2619.9999995999997,60015.73004839999,59603.600048399996,4945.5599999999995
31503,64.3,2015,50298.02344,700.7586422,0,0,1350,2200.000031,0,0,37720.00001,960,0,2159.999977,2760,0,47850.75865820001,47150.000016000005,8409.103706400001
38101,74.57,2015,203182.9922,576.9,0,0,36635.44,20253.94183,4200,11316,23640,7200,3180,0,5040,168,112210.28182799999,111633.3818,6922.799999999999
19408,83.65,2015,23403.360348000002,460.88,0,0,0,1200,0,108,0,480,0,1000.0000305600001,0,0,3248.8800305600003,2788.000031,5530.5599999999995
6004,78.08,2015,64209.03516,356.53,0,0,1299.9999996000001,3000,0,0,6720,3600,200.00000004000003,364.99999235999996,6766.800018,1200,23508.330009999998,23151.80001,4278.36
23111,81.03,2015,54340.52929199999,377.3705327,0,0,2555.0000004000003,37800,0,36,62985,14400,950,410.00001528000007,99.99999999600001,3840,123453.37054841602,123076.00001571601,4528.446392
50309,68.79,2015,8565.794677,421.87,0,3688.6896,0,0,1200,0,0,2880,99.99999999600001,0,0,0,8290.5596,7868.6896,5062.4400000000005
21015,64.99,2015,13726.412112000002,410.45,0,3224.4480000000003,0,857.5461682,3560.0000004000003,0,384,0,0,0,0,7716,16152.444168560001,15741.99417,4925.4
17614,159.04,2015,24000,584.159701,0,268.704,264.99999995999997,1800,0,0,0,0,0,0,264,1800,4981.863700960001,4397.704,7009.9164120000005
25104,64.33,2015,37251.73828,382.68,0,0,5110,10873.572486000001,4900,7853.200073,4128,6720,0,0,1656,8148,49771.452558000005,49388.772558000004,4592.16
28604,76.83,2015,11972.37671,422.8210208,0,0,0,0,0,0,0,0,0,0,0,0,422.8210208,0,5073.85225
36114,119.29,2015,19384.35937,725.0439625,0,0,600,2040,0,99.99999999600001,2400,1440,0,39.99999905,1200,0,8545.043961544001,7819.999999,8700.52755
55615,90.32,2015,2898.5213016000002,742.2,0,0,50,636,921.5999999999999,0,0,0,0,590.0000152800001,4320,3097.2000000000003,10357.00002,9614.800015,8906.400000000001
21609,52.54,2015,189434.1797,410.45,0,0,700,4980,0,2400,4320,10080,0,283.00000764000004,741.5999909,0,23915.05,23504.6,4925.4
27010,77.42,2015,12199.19971,356,0,0,0,480,0,0,2736,0,0,0,0,0,3572,3216,4272
