,weight_2022,vatax_2022,CONS_Total_2022,weight_ref_2022,vatax_ref_2022,CONS_Total_ref_2022,weight_ref_2023,vatax_ref_2023,CONS_Total_ref_2023,weight_ref_2024,vatax_ref_2024,CONS_Total_ref_2024,weight_ref_2025,vatax_ref_2025,CONS_Total_ref_2025,weight_ref_2026,vatax_ref_2026,CONS_Total_ref_2026,weight_ref_2027,vatax_ref_2027,CONS_Total_ref_2027,weight_ref_2028,vatax_ref_2028,CONS_Total_ref_2028,weight_ref_2029,vatax_ref_2029,CONS_Total_ref_2029,weight_ref_2030,vatax_ref_2030,CONS_Total_ref_2030,weight_ref_2031,vatax_ref_2031,CONS_Total_ref_2031,weight_ref_2032,vatax_ref_2032,CONS_Total_ref_2032,ETR,ETR_ref
41,"461,478.1975","6,468.0000","108,921.0000","461,478.1975","6,468.0000","108,921.0000","495,839.0576","7,858.0000","132,328.0000","490,874.4850","8,667.0000","145,937.0000","490,874.4850","9,533.0000","160,531.0000","490,874.4850","10,852.0000","182,732.0000","490,874.4850","12,046.0000","202,851.0000","490,874.4850","13,252.0000","223,156.0000","490,874.4850","14,786.0000","248,975.0000","490,874.4850","16,538.0000","278,479.0000","490,874.4850","18,497.0000","311,479.0000","490,874.4850","20,689.0000","348,389.0000",0.0594,0.0594
42,"466,313.3009","6,658.0000","111,886.0000","466,313.3009","6,658.0000","111,886.0000","501,034.1744","8,089.0000","135,930.0000","496,017.5858","8,921.0000","149,910.0000","496,017.5858","9,813.0000","164,901.0000","496,017.5858","11,170.0000","187,706.0000","496,017.5858","12,400.0000","208,373.0000","496,017.5858","13,641.0000","229,231.0000","496,017.5858","15,220.0000","255,753.0000","496,017.5858","17,023.0000","286,060.0000","496,017.5858","19,040.0000","319,958.0000","496,017.5858","21,297.0000","357,873.0000",0.0595,0.0595
43,"464,813.7518","7,150.0000","113,249.0000","464,813.7518","7,150.0000","113,249.0000","499,422.9715","8,686.0000","137,586.0000","494,422.5150","9,579.0000","151,736.0000","494,422.5150","10,537.0000","166,909.0000","494,422.5150","11,994.0000","189,993.0000","494,422.5150","13,315.0000","210,911.0000","494,422.5150","14,648.0000","232,023.0000","494,422.5150","16,343.0000","258,868.0000","494,422.5150","18,279.0000","289,544.0000","494,422.5150","20,445.0000","323,855.0000","494,422.5150","22,868.0000","362,232.0000",0.0631,0.0631
44,"462,439.1762","7,106.0000","114,479.0000","462,439.1762","7,106.0000","114,479.0000","496,871.5892","8,633.0000","139,079.0000","491,896.6783","9,521.0000","153,383.0000","491,896.6783","10,473.0000","168,721.0000","491,896.6783","11,921.0000","192,055.0000","491,896.6783","13,233.0000","213,201.0000","491,896.6783","14,558.0000","234,542.0000","491,896.6783","16,243.0000","261,679.0000","491,896.6783","18,167.0000","292,687.0000","491,896.6783","20,320.0000","327,371.0000","491,896.6783","22,728.0000","366,164.0000",0.0621,0.0621
45,"463,013.4225","7,383.0000","116,600.0000","463,013.4225","7,383.0000","116,600.0000","497,488.5929","8,970.0000","141,656.0000","492,507.5043","9,892.0000","156,225.0000","492,507.5043","10,881.0000","171,847.0000","492,507.5043","12,386.0000","195,614.0000","492,507.5043","13,750.0000","217,151.0000","492,507.5043","15,126.0000","238,888.0000","492,507.5043","16,877.0000","266,527.0000","492,507.5043","18,877.0000","298,111.0000","492,507.5043","21,113.0000","333,437.0000","492,507.5043","23,615.0000","372,949.0000",0.0633,0.0633
46,"463,256.6059","7,200.0000","118,362.0000","463,256.6059","7,200.0000","118,362.0000","497,749.8833","8,748.0000","143,797.0000","492,766.1786","9,647.0000","158,586.0000","492,766.1786","10,612.0000","174,444.0000","492,766.1786","12,080.0000","198,570.0000","492,766.1786","13,410.0000","220,432.0000","492,766.1786","14,752.0000","242,498.0000","492,766.1786","16,459.0000","270,554.0000","492,766.1786","18,409.0000","302,615.0000","492,766.1786","20,591.0000","338,475.0000","492,766.1786","23,031.0000","378,584.0000",0.0608,0.0608
47,"465,934.6374","7,267.0000","120,717.0000","465,934.6374","7,267.0000","120,717.0000","500,627.3163","8,829.0000","146,658.0000","495,614.8013","9,737.0000","161,741.0000","495,614.8013","10,710.0000","177,915.0000","495,614.8013","12,191.0000","202,520.0000","495,614.8013","13,534.0000","224,818.0000","495,614.8013","14,888.0000","247,322.0000","495,614.8013","16,611.0000","275,937.0000","495,614.8013","18,579.0000","308,636.0000","495,614.8013","20,781.0000","345,209.0000","495,614.8013","23,244.0000","386,116.0000",0.0602,0.0602
48,"457,445.5947","7,252.0000","120,363.0000","457,445.5947","7,252.0000","120,363.0000","491,506.1944","8,811.0000","146,227.0000","486,585.0044","9,717.0000","161,266.0000","486,585.0044","10,689.0000","177,393.0000","486,585.0044","12,167.0000","201,927.0000","486,585.0044","13,507.0000","224,159.0000","486,585.0044","14,859.0000","246,597.0000","486,585.0044","16,578.0000","275,128.0000","486,585.0044","18,542.0000","307,731.0000","486,585.0044","20,739.0000","344,197.0000","486,585.0044","23,197.0000","384,984.0000",0.0603,0.0603
49,"464,926.7566","7,853.0000","124,133.0000","464,926.7566","7,853.0000","124,133.0000","499,544.3905","9,541.0000","150,807.0000","494,542.7183","10,522.0000","166,317.0000","494,542.7183","11,574.0000","182,949.0000","494,542.7183","13,175.0000","208,251.0000","494,542.7183","14,626.0000","231,180.0000","494,542.7183","16,090.0000","254,321.0000","494,542.7183","17,951.0000","283,745.0000","494,542.7183","20,078.0000","317,369.0000","494,542.7183","22,458.0000","354,978.0000","494,542.7183","25,119.0000","397,042.0000",0.0633,0.0633
50,"464,771.7940","7,704.0000","126,070.0000","464,771.7940","7,704.0000","126,070.0000","499,377.8896","9,359.0000","153,161.0000","494,377.8845","10,322.0000","168,913.0000","494,377.8845","11,354.0000","185,804.0000","494,377.8845","12,924.0000","211,500.0000","494,377.8845","14,347.0000","234,787.0000","494,377.8845","15,783.0000","258,289.0000","494,377.8845","17,610.0000","288,173.0000","494,377.8845","19,696.0000","322,321.0000","494,377.8845","22,030.0000","360,516.0000","494,377.8845","24,641.0000","403,238.0000",0.0611,0.0611
51,"457,878.5766","7,796.0000","126,021.0000","457,878.5766","7,796.0000","126,021.0000","491,971.4153","9,471.0000","153,102.0000","487,045.5673","10,445.0000","168,848.0000","487,045.5673","11,489.0000","185,733.0000","487,045.5673","13,078.0000","211,419.0000","487,045.5673","14,518.0000","234,697.0000","487,045.5673","15,972.0000","258,190.0000","487,045.5673","17,820.0000","288,062.0000","487,045.5673","19,931.0000","322,198.0000","487,045.5673","22,293.0000","360,378.0000","487,045.5673","24,935.0000","403,083.0000",0.0619,0.0619
52,"471,387.0227","8,043.0000","131,416.0000","471,387.0227","8,043.0000","131,416.0000","506,485.6767","9,771.0000","159,656.0000","501,414.5051","10,776.0000","176,076.0000","501,414.5051","11,854.0000","193,683.0000","501,414.5051","13,493.0000","220,470.0000","501,414.5051","14,979.0000","244,743.0000","501,414.5051","16,478.0000","269,242.0000","501,414.5051","18,385.0000","300,393.0000","501,414.5051","20,564.0000","335,990.0000","501,414.5051","23,000.0000","375,805.0000","501,414.5051","25,726.0000","420,338.0000",0.0612,0.0612
53,"465,181.1775","8,551.0000","131,660.0000","465,181.1775","8,551.0000","131,660.0000","499,817.7551","10,389.0000","159,952.0000","494,813.3458","11,457.0000","176,403.0000","494,813.3458","12,603.0000","194,043.0000","494,813.3458","14,346.0000","220,879.0000","494,813.3458","15,926.0000","245,198.0000","494,813.3458","17,520.0000","269,742.0000","494,813.3458","19,547.0000","300,952.0000","494,813.3458","21,863.0000","336,614.0000","494,813.3458","24,454.0000","376,503.0000","494,813.3458","27,352.0000","421,119.0000",0.0649,0.0649
54,"462,150.7415","8,168.0000","133,006.0000","462,150.7415","8,168.0000","133,006.0000","496,561.6781","9,923.0000","161,588.0000","491,589.8702","10,943.0000","178,207.0000","491,589.8702","12,038.0000","196,028.0000","491,589.8702","13,703.0000","223,138.0000","491,589.8702","15,211.0000","247,706.0000","491,589.8702","16,734.0000","272,501.0000","491,589.8702","18,670.0000","304,029.0000","491,589.8702","20,882.0000","340,057.0000","491,589.8702","23,357.0000","380,354.0000","491,589.8702","26,125.0000","425,426.0000",0.0614,0.0614
55,"464,808.7643","8,557.0000","135,827.0000","464,808.7643","8,557.0000","135,827.0000","499,417.6127","10,396.0000","165,015.0000","494,417.2099","11,465.0000","181,986.0000","494,417.2099","12,611.0000","200,184.0000","494,417.2099","14,355.0000","227,870.0000","494,417.2099","15,936.0000","252,958.0000","494,417.2099","17,531.0000","278,279.0000","494,417.2099","19,560.0000","310,476.0000","494,417.2099","21,877.0000","347,268.0000","494,417.2099","24,470.0000","388,419.0000","494,417.2099","27,370.0000","434,446.0000",0.0630,0.0630
56,"462,416.1952","8,266.0000","137,162.0000","462,416.1952","8,266.0000","137,162.0000","496,846.8970","10,042.0000","166,637.0000","491,872.2334","11,075.0000","183,775.0000","491,872.2334","12,182.0000","202,152.0000","491,872.2334","13,867.0000","230,110.0000","491,872.2334","15,394.0000","255,445.0000","491,872.2334","16,935.0000","281,015.0000","491,872.2334","18,894.0000","313,528.0000","491,872.2334","21,133.0000","350,681.0000","491,872.2334","23,637.0000","392,237.0000","491,872.2334","26,438.0000","438,717.0000",0.0603,0.0603
57,"463,633.2185","8,707.0000","140,065.0000","463,633.2185","8,707.0000","140,065.0000","498,154.5378","10,578.0000","170,164.0000","493,166.7814","11,666.0000","187,664.0000","493,166.7814","12,833.0000","206,431.0000","493,166.7814","14,608.0000","234,980.0000","493,166.7814","16,216.0000","260,851.0000","493,166.7814","17,839.0000","286,962.0000","493,166.7814","19,904.0000","320,164.0000","493,166.7814","22,262.0000","358,103.0000","493,166.7814","24,900.0000","400,539.0000","493,166.7814","27,851.0000","448,003.0000",0.0622,0.0622
58,"464,325.8957","8,956.0000","142,314.0000","464,325.8957","8,956.0000","142,314.0000","498,898.7905","10,880.0000","172,896.0000","493,903.5824","11,999.0000","190,678.0000","493,903.5824","13,199.0000","209,745.0000","493,903.5824","15,024.0000","238,753.0000","493,903.5824","16,679.0000","265,040.0000","493,903.5824","18,348.0000","291,570.0000","493,903.5824","20,471.0000","325,305.0000","493,903.5824","22,897.0000","363,854.0000","493,903.5824","25,610.0000","406,971.0000","493,903.5824","28,645.0000","455,197.0000",0.0629,0.0629
59,"461,649.9725","8,904.0000","143,464.0000","461,649.9725","8,904.0000","143,464.0000","496,023.6228","10,817.0000","174,293.0000","491,057.2021","11,930.0000","192,218.0000","491,057.2021","13,123.0000","211,440.0000","491,057.2021","14,938.0000","240,682.0000","491,057.2021","16,582.0000","267,181.0000","491,057.2021","18,242.0000","293,926.0000","491,057.2021","20,353.0000","327,933.0000","491,057.2021","22,765.0000","366,793.0000","491,057.2021","25,462.0000","410,258.0000","491,057.2021","28,479.0000","458,874.0000",0.0621,0.0621
60,"465,183.8744","9,380.0000","146,688.0000","465,183.8744","9,380.0000","146,688.0000","499,820.6528","11,396.0000","178,210.0000","494,816.2145","12,568.0000","196,538.0000","494,816.2145","13,825.0000","216,192.0000","494,816.2145","15,737.0000","246,091.0000","494,816.2145","17,470.0000","273,186.0000","494,816.2145","19,218.0000","300,532.0000","494,816.2145","21,442.0000","335,303.0000","494,816.2145","23,983.0000","375,037.0000","494,816.2145","26,825.0000","419,479.0000","494,816.2145","30,004.0000","469,187.0000",0.0639,0.0639
61,"460,155.3951","9,197.0000","147,279.0000","460,155.3951","9,197.0000","147,279.0000","494,417.7618","11,173.0000","178,927.0000","489,467.4198","12,322.0000","197,329.0000","489,467.4198","13,554.0000","217,062.0000","489,467.4198","15,429.0000","247,082.0000","489,467.4198","17,127.0000","274,286.0000","489,467.4198","18,842.0000","301,742.0000","489,467.4198","21,022.0000","336,653.0000","489,467.4198","23,513.0000","376,547.0000","489,467.4198","26,299.0000","421,167.0000","489,467.4198","29,416.0000","471,076.0000",0.0624,0.0624
62,"464,535.4317","8,970.0000","151,138.0000","464,535.4317","8,970.0000","151,138.0000","499,123.9282","10,898.0000","183,616.0000","494,126.4659","12,019.0000","202,500.0000","494,126.4659","13,220.0000","222,750.0000","494,126.4659","15,049.0000","253,557.0000","494,126.4659","16,706.0000","281,473.0000","494,126.4659","18,378.0000","309,649.0000","494,126.4659","20,504.0000","345,475.0000","494,126.4659","22,934.0000","386,414.0000","494,126.4659","25,652.0000","432,204.0000","494,126.4659","28,691.0000","483,420.0000",0.0593,0.0593
63,"466,951.3117","9,876.0000","154,888.0000","466,951.3117","9,876.0000","154,888.0000","501,719.6904","11,999.0000","188,171.0000","496,696.2380","13,233.0000","207,524.0000","496,696.2380","14,556.0000","228,277.0000","496,696.2380","16,569.0000","259,847.0000","496,696.2380","18,393.0000","288,456.0000","496,696.2380","20,234.0000","317,331.0000","496,696.2380","22,575.0000","354,046.0000","496,696.2380","25,251.0000","396,000.0000","496,696.2380","28,243.0000","442,926.0000","496,696.2380","31,590.0000","495,413.0000",0.0638,0.0638
64,"463,672.3788","9,624.0000","156,718.0000","463,672.3788","9,624.0000","156,718.0000","498,196.6139","11,692.0000","190,395.0000","493,208.4363","12,895.0000","209,976.0000","493,208.4363","14,184.0000","230,974.0000","493,208.4363","16,146.0000","262,917.0000","493,208.4363","17,924.0000","291,864.0000","493,208.4363","19,718.0000","321,080.0000","493,208.4363","21,999.0000","358,229.0000","493,208.4363","24,606.0000","400,679.0000","493,208.4363","27,522.0000","448,159.0000","493,208.4363","30,783.0000","501,266.0000",0.0614,0.0614
65,"459,628.5324","9,873.0000","157,951.0000","459,628.5324","9,873.0000","157,951.0000","493,851.6697","11,995.0000","191,893.0000","488,906.9957","13,228.0000","211,629.0000","488,906.9957","14,551.0000","232,792.0000","488,906.9957","16,564.0000","264,987.0000","488,906.9957","18,387.0000","294,162.0000","488,906.9957","20,228.0000","323,607.0000","488,906.9957","22,568.0000","361,049.0000","488,906.9957","25,243.0000","403,833.0000","488,906.9957","28,234.0000","451,687.0000","488,906.9957","31,580.0000","505,212.0000",0.0625,0.0625
66,"466,038.1206","10,213.0000","162,949.0000","466,038.1206","10,213.0000","162,949.0000","500,738.5047","12,408.0000","197,965.0000","495,724.8765","13,684.0000","218,325.0000","495,724.8765","15,053.0000","240,157.0000","495,724.8765","17,134.0000","273,371.0000","495,724.8765","19,021.0000","303,469.0000","495,724.8765","20,925.0000","333,846.0000","495,724.8765","23,346.0000","372,472.0000","495,724.8765","26,112.0000","416,610.0000","495,724.8765","29,207.0000","465,978.0000","495,724.8765","32,668.0000","521,197.0000",0.0627,0.0627
67,"462,311.8712","10,310.0000","164,392.0000","462,311.8712","10,310.0000","164,392.0000","496,734.8053","12,525.0000","199,719.0000","491,761.2640","13,814.0000","220,259.0000","491,761.2640","15,195.0000","242,285.0000","491,761.2640","17,296.0000","275,793.0000","491,761.2640","19,201.0000","306,158.0000","491,761.2640","21,123.0000","336,804.0000","491,761.2640","23,567.0000","375,772.0000","491,761.2640","26,359.0000","420,301.0000","491,761.2640","29,483.0000","470,107.0000","491,761.2640","32,977.0000","525,815.0000",0.0627,0.0627
68,"461,067.5851","10,678.0000","166,641.0000","461,067.5851","10,678.0000","166,641.0000","495,397.8718","12,973.0000","202,451.0000","490,437.7164","14,307.0000","223,272.0000","490,437.7164","15,738.0000","245,599.0000","490,437.7164","17,914.0000","279,566.0000","490,437.7164","19,886.0000","310,346.0000","490,437.7164","21,877.0000","341,411.0000","490,437.7164","24,408.0000","380,913.0000","490,437.7164","27,301.0000","426,051.0000","490,437.7164","30,536.0000","476,538.0000","490,437.7164","34,154.0000","533,008.0000",0.0641,0.0641
69,"468,560.8815","10,815.0000","172,339.0000","468,560.8815","10,815.0000","172,339.0000","503,449.1060","13,139.0000","209,372.0000","498,408.3379","14,490.0000","230,905.0000","498,408.3379","15,939.0000","253,996.0000","498,408.3379","18,144.0000","289,124.0000","498,408.3379","20,141.0000","320,956.0000","498,408.3379","22,157.0000","353,084.0000","498,408.3379","24,721.0000","393,936.0000","498,408.3379","27,650.0000","440,617.0000","498,408.3379","30,927.0000","492,830.0000","498,408.3379","34,592.0000","551,231.0000",0.0628,0.0628
70,"461,324.5358","10,631.0000","172,681.0000","461,324.5358","10,631.0000","172,681.0000","495,673.9546","12,916.0000","209,789.0000","490,711.0351","14,244.0000","231,365.0000","490,711.0351","15,669.0000","254,501.0000","490,711.0351","17,836.0000","289,699.0000","490,711.0351","19,800.0000","321,595.0000","490,711.0351","21,781.0000","353,786.0000","490,711.0351","24,302.0000","394,719.0000","490,711.0351","27,181.0000","441,494.0000","490,711.0351","30,402.0000","493,811.0000","490,711.0351","34,005.0000","552,327.0000",0.0616,0.0616
71,"464,285.5070","11,784.0000","177,021.0000","464,285.5070","11,784.0000","177,021.0000","498,855.3946","14,316.0000","215,061.0000","493,860.6209","15,789.0000","237,179.0000","493,860.6209","17,367.0000","260,897.0000","493,860.6209","19,769.0000","296,979.0000","493,860.6209","21,946.0000","329,676.0000","493,860.6209","24,143.0000","362,676.0000","493,860.6209","26,936.0000","404,638.0000","493,860.6209","30,128.0000","452,588.0000","493,860.6209","33,698.0000","506,219.0000","493,860.6209","37,691.0000","566,206.0000",0.0666,0.0666
72,"465,344.1695","11,554.0000","180,250.0000","465,344.1695","11,554.0000","180,250.0000","499,992.8832","14,037.0000","218,984.0000","494,986.7205","15,481.0000","241,506.0000","494,986.7205","17,029.0000","265,656.0000","494,986.7205","19,384.0000","302,397.0000","494,986.7205","21,518.0000","335,691.0000","494,986.7205","23,672.0000","369,293.0000","494,986.7205","26,411.0000","412,020.0000","494,986.7205","29,541.0000","460,845.0000","494,986.7205","33,041.0000","515,455.0000","494,986.7205","36,957.0000","576,536.0000",0.0641,0.0641
73,"461,565.9260","11,821.0000","182,090.0000","461,565.9260","11,821.0000","182,090.0000","495,933.3183","14,361.0000","221,219.0000","490,967.8019","15,838.0000","243,970.0000","490,967.8019","17,422.0000","268,367.0000","490,967.8019","19,832.0000","305,483.0000","490,967.8019","22,015.0000","339,116.0000","490,967.8019","24,219.0000","373,062.0000","490,967.8019","27,021.0000","416,225.0000","490,967.8019","30,223.0000","465,548.0000","490,967.8019","33,804.0000","520,715.0000","490,967.8019","37,810.0000","582,420.0000",0.0649,0.0649
74,"461,630.8922","11,810.0000","185,593.0000","461,630.8922","11,810.0000","185,593.0000","496,003.1218","14,348.0000","225,475.0000","491,036.9065","15,823.0000","248,664.0000","491,036.9065","17,406.0000","273,530.0000","491,036.9065","19,813.0000","311,360.0000","491,036.9065","21,994.0000","345,640.0000","491,036.9065","24,196.0000","380,239.0000","491,036.9065","26,995.0000","424,233.0000","491,036.9065","30,194.0000","474,504.0000","491,036.9065","33,772.0000","530,733.0000","491,036.9065","37,774.0000","593,625.0000",0.0636,0.0636
75,"462,044.1787","11,776.0000","189,926.0000","462,044.1787","11,776.0000","189,926.0000","496,447.1809","14,307.0000","230,739.0000","491,476.5194","15,778.0000","254,470.0000","491,476.5194","17,356.0000","279,917.0000","491,476.5194","19,756.0000","318,629.0000","491,476.5194","21,931.0000","353,710.0000","491,476.5194","24,127.0000","389,117.0000","491,476.5194","26,918.0000","434,138.0000","491,476.5194","30,108.0000","485,583.0000","491,476.5194","33,676.0000","543,125.0000","491,476.5194","37,666.0000","607,485.0000",0.0620,0.0620
76,"467,560.5957","12,717.0000","197,006.0000","467,560.5957","12,717.0000","197,006.0000","502,374.3406","15,450.0000","239,341.0000","497,344.3336","17,039.0000","263,956.0000","497,344.3336","18,743.0000","290,351.0000","497,344.3336","21,335.0000","330,507.0000","497,344.3336","23,684.0000","366,896.0000","497,344.3336","26,055.0000","403,622.0000","497,344.3336","29,070.0000","450,321.0000","497,344.3336","32,514.0000","503,684.0000","497,344.3336","36,367.0000","563,371.0000","497,344.3336","40,677.0000","630,130.0000",0.0646,0.0646
77,"462,495.5825","12,262.0000","199,608.0000","462,495.5825","12,262.0000","199,608.0000","496,932.1954","14,897.0000","242,501.0000","491,956.6777","16,429.0000","267,442.0000","491,956.6777","18,072.0000","294,186.0000","491,956.6777","20,572.0000","334,872.0000","491,956.6777","22,836.0000","371,741.0000","491,956.6777","25,122.0000","408,952.0000","491,956.6777","28,029.0000","456,268.0000","491,956.6777","31,351.0000","510,336.0000","491,956.6777","35,066.0000","570,811.0000","491,956.6777","39,221.0000","638,452.0000",0.0614,0.0614
78,"466,186.8757","12,614.0000","205,112.0000","466,186.8757","12,614.0000","205,112.0000","500,898.3358","15,325.0000","249,188.0000","495,883.1073","16,901.0000","274,816.0000","495,883.1073","18,591.0000","302,298.0000","495,883.1073","21,163.0000","344,105.0000","495,883.1073","23,493.0000","381,991.0000","495,883.1073","25,844.0000","420,229.0000","495,883.1073","28,834.0000","468,849.0000","495,883.1073","32,251.0000","524,408.0000","495,883.1073","36,073.0000","586,550.0000","495,883.1073","40,348.0000","656,056.0000",0.0615,0.0615
79,"463,007.6619","13,400.0000","208,480.0000","463,007.6619","13,400.0000","208,480.0000","497,482.4033","16,280.0000","253,280.0000","492,501.3767","17,954.0000","279,329.0000","492,501.3767","19,750.0000","307,262.0000","492,501.3767","22,481.0000","349,756.0000","492,501.3767","24,957.0000","388,264.0000","492,501.3767","27,455.0000","427,129.0000","492,501.3767","30,631.0000","476,548.0000","492,501.3767","34,261.0000","533,019.0000","492,501.3767","38,321.0000","596,182.0000","492,501.3767","42,862.0000","666,830.0000",0.0643,0.0643
80,"461,959.0598","14,389.0000","212,512.0000","461,959.0598","14,389.0000","212,512.0000","496,355.7242","17,481.0000","258,179.0000","491,385.9784","19,279.0000","284,732.0000","491,385.9784","21,207.0000","313,205.0000","491,385.9784","24,140.0000","356,521.0000","491,385.9784","26,798.0000","395,774.0000","491,385.9784","29,480.0000","435,391.0000","491,385.9784","32,891.0000","485,766.0000","491,385.9784","36,789.0000","543,330.0000","491,385.9784","41,148.0000","607,714.0000","491,385.9784","46,024.0000","679,728.0000",0.0677,0.0677
81,"461,648.5014","14,286.0000","217,537.0000","461,648.5014","14,286.0000","217,537.0000","496,022.0421","17,356.0000","264,284.0000","491,055.6373","19,141.0000","291,464.0000","491,055.6373","21,055.0000","320,611.0000","491,055.6373","23,966.0000","364,951.0000","491,055.6373","26,605.0000","405,133.0000","491,055.6373","29,268.0000","445,686.0000","491,055.6373","32,655.0000","497,252.0000","491,055.6373","36,524.0000","556,177.0000","491,055.6373","40,852.0000","622,084.0000","491,055.6373","45,693.0000","695,800.0000",0.0657,0.0657
82,"463,101.6279","14,788.0000","224,368.0000","463,101.6279","14,788.0000","224,368.0000","497,583.3659","17,966.0000","272,582.0000","492,601.3284","19,813.0000","300,616.0000","492,601.3284","21,795.0000","330,677.0000","492,601.3284","24,809.0000","376,410.0000","492,601.3284","27,540.0000","417,853.0000","492,601.3284","30,297.0000","459,680.0000","492,601.3284","33,803.0000","512,865.0000","492,601.3284","37,808.0000","573,639.0000","492,601.3284","42,288.0000","641,616.0000","492,601.3284","47,300.0000","717,647.0000",0.0659,0.0659
83,"468,090.5853","15,375.0000","233,377.0000","468,090.5853","15,375.0000","233,377.0000","502,943.7923","18,679.0000","283,527.0000","497,908.0837","20,600.0000","312,687.0000","497,908.0837","22,660.0000","343,955.0000","497,908.0837","25,794.0000","391,524.0000","497,908.0837","28,634.0000","434,631.0000","497,908.0837","31,500.0000","478,138.0000","497,908.0837","35,144.0000","533,458.0000","497,908.0837","39,309.0000","596,673.0000","497,908.0837","43,967.0000","667,379.0000","497,908.0837","49,177.0000","746,463.0000",0.0659,0.0659
84,"462,452.2658","15,522.0000","237,435.0000","462,452.2658","15,522.0000","237,435.0000","496,885.6534","18,857.0000","288,458.0000","491,910.6017","20,797.0000","318,125.0000","491,910.6017","22,876.0000","349,937.0000","491,910.6017","26,040.0000","398,333.0000","491,910.6017","28,907.0000","442,190.0000","491,910.6017","31,801.0000","486,453.0000","491,910.6017","35,480.0000","542,736.0000","491,910.6017","39,684.0000","607,050.0000","491,910.6017","44,387.0000","678,985.0000","491,910.6017","49,647.0000","759,445.0000",0.0654,0.0654
85,"463,491.4140","15,955.0000","245,419.0000","463,491.4140","15,955.0000","245,419.0000","498,002.1748","19,383.0000","298,157.0000","493,015.9440","21,376.0000","328,821.0000","493,015.9440","23,514.0000","361,703.0000","493,015.9440","26,766.0000","411,727.0000","493,015.9440","29,713.0000","457,058.0000","493,015.9440","32,687.0000","502,810.0000","493,015.9440","36,469.0000","560,985.0000","493,015.9440","40,791.0000","627,461.0000","493,015.9440","45,625.0000","701,816.0000","493,015.9440","51,031.0000","784,981.0000",0.0650,0.0650
86,"463,160.6392","16,515.0000","253,246.0000","463,160.6392","16,515.0000","253,246.0000","497,646.7710","20,064.0000","307,666.0000","492,664.0987","22,127.0000","339,308.0000","492,664.0987","24,340.0000","373,239.0000","492,664.0987","27,706.0000","424,858.0000","492,664.0987","30,756.0000","471,635.0000","492,664.0987","33,835.0000","518,846.0000","492,664.0987","37,750.0000","578,876.0000","492,664.0987","42,223.0000","647,473.0000","492,664.0987","47,227.0000","724,199.0000","492,664.0987","52,823.0000","810,016.0000",0.0652,0.0652
87,"460,976.7668","18,047.0000","260,979.0000","460,976.7668","18,047.0000","260,979.0000","495,300.2913","21,925.0000","317,061.0000","490,341.1130","24,179.0000","349,669.0000","490,341.1130","26,597.0000","384,636.0000","490,341.1130","30,276.0000","437,832.0000","490,341.1130","33,609.0000","486,037.0000","490,341.1130","36,973.0000","534,689.0000","490,341.1130","41,251.0000","596,553.0000","490,341.1130","46,140.0000","667,244.0000","490,341.1130","51,607.0000","746,313.0000","490,341.1130","57,723.0000","834,751.0000",0.0692,0.0692
88,"465,251.0374","18,161.0000","273,067.0000","465,251.0374","18,161.0000","273,067.0000","499,892.8166","22,064.0000","331,746.0000","494,887.6558","24,333.0000","365,865.0000","494,887.6558","26,766.0000","402,451.0000","494,887.6558","30,468.0000","458,110.0000","494,887.6558","33,822.0000","508,548.0000","494,887.6558","37,208.0000","559,454.0000","494,887.6558","41,513.0000","624,183.0000","494,887.6558","46,432.0000","698,148.0000","494,887.6558","51,935.0000","780,879.0000","494,887.6558","58,089.0000","873,413.0000",0.0665,0.0665
89,"465,542.5810","19,535.0000","284,440.0000","465,542.5810","19,535.0000","284,440.0000","500,206.0681","23,733.0000","345,564.0000","495,197.7708","26,173.0000","381,104.0000","495,197.7708","28,791.0000","419,214.0000","495,197.7708","32,772.0000","477,191.0000","495,197.7708","36,381.0000","529,730.0000","495,197.7708","40,022.0000","582,756.0000","495,197.7708","44,653.0000","650,181.0000","495,197.7708","49,944.0000","727,228.0000","495,197.7708","55,863.0000","813,404.0000","495,197.7708","62,482.0000","909,792.0000",0.0687,0.0687
90,"464,184.9641","19,244.0000","294,276.0000","464,184.9641","19,244.0000","294,276.0000","498,747.3654","23,380.0000","357,512.0000","493,753.6734","25,784.0000","394,281.0000","493,753.6734","28,363.0000","433,709.0000","493,753.6734","32,285.0000","493,691.0000","493,753.6734","35,840.0000","548,047.0000","493,753.6734","39,427.0000","602,906.0000","493,753.6734","43,989.0000","672,662.0000","493,753.6734","49,202.0000","752,373.0000","493,753.6734","55,032.0000","841,529.0000","493,753.6734","61,554.0000","941,250.0000",0.0654,0.0654
91,"460,612.1696","20,894.0000","305,903.0000","460,612.1696","20,894.0000","305,903.0000","494,908.5468","25,384.0000","371,638.0000","489,953.2909","27,995.0000","409,860.0000","489,953.2909","30,794.0000","450,846.0000","489,953.2909","35,053.0000","513,198.0000","489,953.2909","38,912.0000","569,701.0000","489,953.2909","42,807.0000","626,728.0000","489,953.2909","47,760.0000","699,240.0000","489,953.2909","53,420.0000","782,100.0000","489,953.2909","59,750.0000","874,779.0000","489,953.2909","66,830.0000","978,440.0000",0.0683,0.0683
