,weight,CONS_Total,vatax,table_row
5141,7785.998859758548,590911.8369506185,25940.32957205149,30
8438,3272.1324122540395,590926.1244566638,30114.15153135094,30
797,2307.802957351234,590975.6029912512,18396.570522905,30
8342,3272.132160492847,591094.6081141832,33888.308186039634,30
8593,3272.132160492847,591308.4049485591,31724.07953122276,30
1243,2307.802957351234,591352.919107615,27342.372870292984,30
12125,1090.7787796066118,591374.5390126643,53925.67277770398,30
10541,1640.3389712028288,591428.3730235446,41301.252453950176,30
8061,772.3876030264923,591500.660676253,31296.710044386193,30
254,2307.802957351234,591652.2826443566,28830.17800293153,30
507,602.4972370499821,591653.646475785,33636.22777825066,30
11184,1079.7404360090336,591848.778559495,50417.76468615331,30
9523,1640.3389712028288,591894.3201060581,50515.15006778637,30
6458,4547.623343457116,591971.016180321,36994.89947532151,30
13468,517.700819750281,592046.4486317842,29959.124161059823,30
13908,2305.327641308141,592103.8787008037,23496.814186259013,30
12965,517.7008952786388,592112.2193309672,37087.51144347027,30
8975,3272.132160492847,592182.4718739083,33311.55467608955,30
7101,1324.229128667104,592187.7090443706,31163.942457007688,30
13520,517.7008952786388,592199.4183981521,40580.308042790646,30
7596,3272.1324122540395,592223.03757157,35303.248240278816,30
8053,772.3876030264923,592378.6427479819,26421.2680353248,30
8080,772.3876030264923,592434.6292815409,49302.504009769786,30
13244,517.700819750281,592448.622504825,31532.609831564434,30
933,598.8518860416053,592506.8274172002,27298.720911299606,30
857,2307.802957351234,592564.7154768911,53297.76770886886,30
6752,1324.2290027865074,592697.9197036214,44165.95416159707,30
13542,2305.327641308141,592741.1952700734,27361.65790033049,30
10425,1526.2924098784906,592750.1338993588,28670.3051948462,30
1809,6939.214439708846,592853.9035822635,38284.11708115544,30
2480,2950.229418801961,592869.1748197649,36535.437607108615,30
6028,1324.2290027865074,592925.2014464948,48950.57377956345,30
11296,4800.865898653466,592989.1693848813,39009.223644903584,30
4553,10143.090238659672,593079.7069245018,43072.604080989644,30
11680,1079.7404360090336,593121.3537058817,32715.04461177298,30
14378,2305.327641308141,593126.7591244725,26657.01565888076,30
4015,7771.828984570042,593142.3675391338,38754.049104441736,30
11985,4800.865898653466,593162.7785429221,29627.13287335058,30
12467,4800.865898653466,593180.4821837434,32597.138238612548,30
12051,4800.865898653466,593228.7425484649,28928.949212179818,30
626,2307.802957351234,593245.9575537646,33731.41523129417,30
2814,6939.214439708846,593330.675855994,37892.54132911173,30
11653,4800.8665280564455,593439.4822785519,35759.23721724183,30
10417,1526.2924098784906,593550.6960812439,26464.79741660734,30
6987,4547.623721098905,593554.3921704458,31089.02213822724,30
4585,7771.830243376004,593570.934183232,34242.82345924387,30
11691,1079.7404360090336,593604.7928570553,31029.587555710088,30
13423,517.700819750281,593617.0520784736,28193.443355177507,30
9886,1640.3388453222326,593624.4084570671,53992.891824935316,30
1667,598.8518860416053,593656.8731793284,27336.538669557453,30
11972,4800.865898653466,593745.5935697724,28886.672466156684,30
13389,2305.327641308141,593789.8500564058,25830.037232140618,30
13812,2305.327641308141,593888.4003381489,23962.495535281283,30
7069,4547.623343457116,593894.0493440458,25654.019906421476,30
1537,2307.802957351234,594003.8008217894,28481.750555660346,30
2412,2950.22878939898,594022.5014203954,47252.16612855627,30
569,602.4972370499821,594039.3674003226,36408.783727377144,30
14057,541.1050437126495,594215.3459931747,26248.23105695068,30
6109,4547.623343457116,594252.1422168126,34514.3455462937,30
11939,1079.7404360090336,594311.7163732268,27314.33020299926,30
12145,1090.7787796066118,594326.3825983698,53651.76036781104,30
10201,5442.816405570072,594385.00812172,37019.72828188802,30
11411,4800.8665280564455,594503.1326267889,24775.257319000633,30
6034,4547.623343457116,594506.5799235459,39275.56657487764,30
7677,3272.1324122540395,594526.1683013788,31710.669797421062,30
1270,598.8518860416053,594618.3808048132,34192.846587739856,30
13679,2305.327641308141,594797.2947905425,34945.445506039665,30
13132,2305.327641308141,594806.4840021464,37979.757793869234,30
10601,5442.816405570072,594842.2063015611,37834.473709395425,30
12495,4800.8665280564455,595052.4934383099,38039.26733017944,30
5515,4547.623343457116,595073.561796988,32979.18744330719,30
12421,4800.865898653466,595095.0510206964,42192.52522044578,30
1485,598.8518860416053,595108.1528962208,38254.19465445102,30
2972,2950.229418801961,595158.2622004803,37299.735694808514,30
5986,4547.623343457116,595308.826376588,35926.3419742368,30
11045,1079.74056188963,595322.8554066917,43065.47272298225,30
4001,7771.828984570042,595380.5262114075,53512.22798163416,30
7441,3272.132160492847,595425.5798383984,35365.47055063784,30
5916,4547.623343457116,595441.9750815409,35008.70003656465,30
10670,5442.816405570072,595498.857267902,40729.58422577977,30
9364,1640.3389712028288,595569.3024211134,45744.160654098174,30
10276,1526.2924098784906,595575.8218372389,40967.762719772145,30
1964,3422.676164229016,595787.0269344894,38234.13528925105,30
3458,6939.214439708846,595833.8858280997,21371.94366571358,30
10457,5442.816405570072,595848.3319034496,31126.472901014145,30
1444,598.8518860416053,595916.6639072321,27226.100920306744,30
2617,6939.214439708846,595924.954602236,42908.46013307832,30
5018,7785.998859758548,595975.267952098,32809.95599417281,30
2455,2950.22878939898,595979.9824794382,38328.69782526566,30
8954,814.1182794629115,596013.8791076732,36922.325359492635,30
8604,3272.132160492847,596018.9337955588,35153.0175218696,30
4604,7771.828984570042,596032.4615764839,49011.17457173769,30
7255,3272.1324122540395,596033.9938540944,20622.376782858093,30
411,602.4972370499821,596111.2571866215,39112.653755797175,30
12315,1090.7787796066118,596169.1578111211,33670.571768042944,30
6953,4547.623343457116,596217.344791021,30438.560913134716,31
7614,3272.1324122540395,596307.1320155843,29951.785929449554,31
13767,517.700819750281,596326.709654175,31126.660497443576,31
3965,7771.830243376004,596422.8634595089,43386.891674181454,31
6052,4547.623343457116,596491.4746882622,40694.22144039766,31
4725,7785.998859758548,596521.8309463076,34040.36307636161,31
6851,4547.623721098905,596692.5061471086,25457.053433523237,31
9618,1640.3389712028288,596712.5419896299,30219.852271538664,31
12455,4800.865898653466,596781.9461324348,36068.24434292638,31
7111,1324.229128667104,596782.053524857,40960.418509983705,31
8467,814.1182794629115,596967.7815597832,46524.65527932829,31
1161,2307.802957351234,597050.0352246112,20697.833215410534,31
3173,6939.214439708846,597234.3116532709,39308.79200047304,31
12350,4800.8665280564455,597278.0346881491,31888.129331777163,31
5022,7785.998859758548,597289.6617077402,30392.918238707334,31
1230,2307.802957351234,597327.2007289658,28301.926436957183,31
7465,3272.1324122540395,597364.8220843821,36026.826665380846,31
1294,2307.802957351234,597422.2197543704,25096.495439259386,31
11495,4800.865898653466,597604.4897532973,28104.893863985628,31
12023,4800.865898653466,597675.0197266631,28258.040774154073,31
2599,6939.214439708846,598004.0217820941,34009.91864913741,31
93,2307.802957351234,598084.4730254096,40479.85968608282,31
8329,3272.1324122540395,598124.1187279865,23166.036282536108,31
11984,4800.865898653466,598133.0609370193,24175.80949917374,31
3335,3422.676164229016,598157.9867182423,34577.623130392014,31
218,2307.802957351234,598273.8237647155,36530.03737915173,31
5392,7785.998859758548,598293.1329253346,30563.660126618528,31
13662,517.7008952786388,598329.7036218016,21966.193370122408,31
11733,1079.7404360090336,598376.276135619,34638.886319027195,31
7823,3272.1324122540395,598409.327885055,25622.16516318925,31
9799,5442.816405570072,598411.7550122095,32640.263473571875,31
12471,1079.7404360090336,598620.3504735973,35844.96572419048,31
13761,517.700819750281,598808.5843504024,33269.918634138856,31
13865,541.1050437126495,598832.908715369,33173.644728092535,31
5972,1324.229128667104,598848.4161811535,39655.00222388623,31
5423,1324.2290027865074,598938.598967806,36116.213727879775,31
4806,10143.092126868612,599111.4273829362,53835.362569737095,31
13060,2305.327641308141,599115.7644147254,26751.004934144978,31
8780,3272.1324122540395,599139.0379747174,32007.903026478347,31
14328,541.1050437126495,599197.8997088278,37880.87539503792,31
11935,1079.7404360090336,599291.560272659,28500.284626192515,31
14090,541.1050437126495,599384.708880041,58865.706860833256,31
11927,1079.7404360090336,599405.4964732568,28550.446481144005,31
9746,5442.816405570072,599509.1498494167,26862.059169596076,31
370,2307.802957351234,599582.7440865663,24023.4606041969,31
8707,3272.132160492847,599600.5461704412,46226.132159886394,31
3595,3422.676164229016,599826.8291637867,31870.560504243454,31
6605,4547.623721098905,599934.0660773809,41033.17805004444,31
3882,7771.830243376004,599961.556537348,51113.48397761137,31
5548,1324.229128667104,599977.5866462546,60680.56433947552,31
10018,1640.3389712028288,599998.7859104227,34691.96205257378,31
9535,1640.3389712028288,600004.8714810214,38574.53905497114,31
11261,4800.865898653466,600090.7639404015,47323.839867017254,31
378,2307.802957351234,600098.6572834428,39545.99927319534,31
3123,6939.214439708846,600352.8014508883,33391.87418470014,31
444,602.4972370499821,600374.9386088781,45487.9800103145,31
12255,1090.7787166663138,600407.3353229478,34693.32765461613,31
9824,1640.3388453222326,600529.6696226541,30382.987089238915,31
6253,4547.623721098905,600585.7678326503,33721.55657112675,31
1727,2307.8033349930224,600762.9384813902,29521.754399014608,31
6402,1248.2979530571736,600808.3780051521,49339.66712171983,31
13220,2305.327641308141,600886.6563913206,27551.419060153785,31
4494,7771.828984570042,600933.6118885793,46398.31883369849,31
8335,3272.132160492847,601034.9903352595,33066.758124071035,31
3921,7785.998859758548,601117.6860802015,47627.82349736244,31
1187,2307.802957351234,601131.0689658977,19541.995708163933,31
7650,814.1182794629115,601406.1206480972,36637.0949161121,31
8265,3272.132160492847,601441.2487094416,28498.684264314947,31
5220,10143.092126868612,601446.3927756308,34657.49495424936,31
3892,7771.830243376004,601533.8961521864,49563.627753932495,31
12507,4800.8665280564455,601541.3760344018,32978.18674281719,31
8809,814.1182794629115,601556.0941658821,23789.031179668076,31
12710,2305.327641308141,601595.7542902502,41418.10225190358,31
8437,3272.1324122540395,601737.7090710329,22719.4063045969,31
11174,1079.7404360090336,601747.7037258045,48870.07914970951,31
3358,6939.214439708846,601771.6844537109,23192.285317389542,31
483,602.4972370499821,601788.1387626856,42003.81845980024,31
4226,7771.830243376004,601863.5608188633,43333.42905943343,31
7277,814.1182794629115,601978.1428292582,35042.25995492634,31
12585,4800.865898653466,602008.971590598,24148.428047024303,31
10953,1079.7404360090336,602059.5731101264,22710.335958505588,31
10513,5442.816405570072,602212.2547068277,34941.82094019106,31
12365,4800.8665280564455,602309.1065629065,27788.542403221454,31
6535,4547.623343457116,602481.9135079635,45714.98503913342,31
1038,2307.802957351234,602494.7522776606,44665.225059764496,31
4837,7785.998859758548,602553.7160731228,30628.09196431785,31
10918,4800.865898653466,602565.3592015773,35411.405600935024,31
9505,5442.816405570072,602653.1006004951,46398.60156214901,31
12431,4800.8665280564455,602703.7003301497,29415.5455306717,31
8622,814.1182794629115,602704.3446846838,49194.50224283479,31
4345,10143.090238659672,602730.2513166973,52124.27552499501,31
1388,598.8519238057842,602793.5215623137,38263.471874145216,31
8493,814.1182794629115,602835.3884981591,44080.05507968427,31
11527,1079.7404360090336,602841.2917025702,22919.11314834064,31
7603,3272.1324122540395,602905.820028471,29504.453497675873,31
10170,5442.816405570072,603020.9697634415,35603.47088060157,31
11760,4800.8665280564455,603030.8928232647,31177.30508133344,31
1775,598.8519238057842,603129.2614183218,35298.10457997836,31
1542,2307.8033349930224,603131.3297814229,24248.845760346652,31
80,2307.802957351234,603141.1311447872,44140.32775221081,31
5217,10143.092126868612,603246.3936174084,30357.183374379325,31
2465,3422.676164229016,603329.8232105696,54122.853158240534,31
8215,814.1182794629115,603377.7094916869,27613.17106082136,31
7286,814.1182794629115,603398.00307976,30361.13154939389,31
3706,7771.830243376004,603417.6165053112,41296.515624678344,31
9658,1640.3389712028288,603431.3842243678,45989.41971564873,31
5235,7785.998859758548,603534.2053961685,34001.62899660593,31
868,2307.802957351234,603685.3995209066,35135.07138473172,31
3893,7771.830243376004,603727.0768594856,54369.68285216719,31
10211,5442.816405570072,603824.6409559529,30092.312601209072,31
3157,3422.676164229016,603969.8283607948,25687.81637379116,31
689,2307.802957351234,603983.6497562032,33283.873742271695,31
3008,6939.214439708846,604113.7622470297,32272.107924949454,31
2867,6939.214439708846,604225.0285309233,45428.448953386214,31
8949,3272.1324122540395,604287.491556956,37727.59412167885,31
1555,2307.8033349930224,604308.8554867376,34384.39799219078,31
10196,5442.816405570072,604349.7397846862,43015.00837937453,31
2252,6939.214439708846,604365.197134007,27176.40185510055,31
11518,1079.7404360090336,604407.2413608055,20896.633436342065,31
5389,7785.998859758548,604438.2204014445,39995.13493113237,31
14196,2305.327641308141,604456.8422474767,25186.545309890196,31
13571,2305.327641308141,604551.7700126861,50451.48891492115,31
11825,4800.8665280564455,604640.3329402709,32227.408663037986,31
7218,814.1182794629115,604676.3809966998,54668.70593056392,31
7536,814.1182794629115,604728.4126311601,30820.69698045871,31
13689,2305.327641308141,604740.0360651627,23142.616572643925,31
5497,4547.623721098905,604936.57493727,44388.257191771045,31
2871,6939.214439708846,604949.4978254237,37348.566850254894,31
4383,7785.998859758548,604967.0183437547,27858.61220808629,31
12420,4800.865898653466,604982.9505649798,34230.297887255234,31
13667,517.7008952786388,605052.0648417003,23063.760218865427,31
13110,517.7008952786388,605166.0689640432,33186.24057052285,31
12700,2305.327641308141,605226.8319657488,28692.558390907085,31
10387,5442.816405570072,605258.5875358812,29565.315360828805,31
11279,1079.7404360090336,605304.7644876096,58787.96131590234,31
4153,7785.998859758548,605320.527905334,47766.62723669304,32
9220,5442.816405570072,605357.6284075018,33543.26725132077,32
5984,4547.623343457116,605411.5358237645,32919.585579647995,32
1387,598.8519238057842,605423.8394156161,36929.286751092965,32
11522,1079.7404360090336,605431.8544700694,26609.914416370746,32
13357,2305.327641308141,605451.0419115198,30356.27379631293,32
6870,1324.229128667104,605484.9206456905,35395.3219927034,32
8613,814.1182794629115,605521.9602921522,40503.46471949847,32
9487,5442.816405570072,605581.215851047,40138.585826957,32
13176,517.700819750281,605719.9095847397,46639.117309023524,32
4162,7785.998859758548,605754.9911093676,52021.9625852532,32
12257,1090.7787166663138,605800.1424634629,31465.562236947488,32
10433,1640.3388453222326,605825.4083206899,49148.790550877326,32
9496,5442.816405570072,605867.0765805542,29811.265379058103,32
1920,6939.214439708846,605942.8777319824,32596.046218766078,32
1016,598.8518860416053,605972.2137620159,36265.102421110394,32
14195,2305.327641308141,606159.0873161136,23762.81035322424,32
8363,3272.132160492847,606242.3182175228,41230.199675585325,32
11007,4800.865898653466,606343.0438654898,27381.7720601368,32
10042,5442.816405570072,606367.2173251265,27134.834934280363,32
7921,3272.1324122540395,606376.8612498632,25936.4267882341,32
7221,814.1182794629115,606381.2213822098,36127.67935455876,32
13070,2305.327641308141,606491.2270201503,32559.03095038409,32
7649,814.1182794629115,606549.1079560393,26719.80170786206,32
13960,517.700819750281,606560.3125654359,23690.511698257727,32
3971,7771.830243376004,606682.4302787415,64302.15726155541,32
11833,1079.74056188963,606729.1406593286,25885.77698023773,32
8289,3272.1324122540395,606756.758387007,31968.565791880523,32
8755,814.1182794629115,606773.6118149214,45375.908607535304,32
5531,4547.623343457116,606800.2272369226,26537.928702922913,32
1139,598.8518860416053,606804.369004677,50011.95385199252,32
5213,7785.999363280933,607020.4246596694,34703.36648347076,32
7071,4547.623343457116,607115.2271103554,31090.268964250492,32
11676,1079.7404360090336,607210.3445788138,30135.0478405867,32
8421,3272.1324122540395,607219.8094309685,25800.27342229167,32
153,2307.802957351234,607265.9165776224,54318.66122491394,32
12601,2305.327641308141,607344.5457295055,29017.35465424243,32
1022,2307.802957351234,607346.5861855298,27346.882349701602,32
10579,1640.3388453222326,607356.1799085913,41179.99430959259,32
301,2307.802957351234,607375.9293498248,27131.222792498713,32
10517,5442.816405570072,607399.2371104511,39899.68289948106,32
3190,6939.214439708846,607436.2123214594,29072.310471129287,32
4584,7771.830243376004,607450.6996059597,38731.52440533366,32
5413,4547.623343457116,607596.6243971805,43175.87059457108,32
6714,4547.623343457116,607672.65640028,48299.425868046266,32
29,2307.802957351234,607692.6368253883,28833.742929720996,32
8588,814.1182794629115,607821.8549303015,46685.96005797299,32
2592,6939.214439708846,607846.122038001,27735.733307160775,32
2393,2950.22878939898,607889.1863993555,39259.746740334,32
5240,7785.998859758548,607905.5010981812,36960.8593536125,32
9986,5442.816405570072,607942.6678103819,33333.46129758132,32
11911,1079.7404360090336,608159.650635248,22959.8080007189,32
7106,1324.229128667104,608213.2108160116,47235.67398165137,32
7538,814.1182794629115,608215.3014001815,24766.455615170606,32
830,598.8518860416053,608366.1698431373,40258.36829203934,32
13092,517.7008952786388,608385.5541753679,44292.13159484688,32
4151,7785.998859758548,608390.5658217433,45610.10767531823,32
2667,3422.676164229016,608485.8229003507,29401.31675066238,32
4783,7785.998859758548,608574.2390816555,37752.57431506244,32
11647,4800.865898653466,608611.7584142704,23524.14859333136,32
7828,3272.1324122540395,608632.195087102,30823.62946842504,32
4701,7785.998859758548,608676.087191196,42336.772502676955,32
8203,3272.132160492847,608795.2741652965,24987.964478264636,32
12731,517.700819750281,608833.774348702,26365.335835172096,32
653,2307.802957351234,608897.3578222166,42279.689098713825,32
520,602.4972370499821,608916.5023113708,32346.201900720764,32
1033,2307.802957351234,608938.9294289008,28503.162957895827,32
12530,4800.8665280564455,608976.8532729731,34560.970825587945,32
4416,7785.999363280933,609031.6055096248,35202.8678987718,32
5930,4547.623343457116,609077.2383397468,42679.48035491942,32
543,602.4971615216244,609213.1201818481,36533.608714156326,32
8984,3272.132160492847,609335.8840395617,52185.01277714057,32
13517,517.7008952786388,609341.9696101604,32808.26044681158,32
12482,1079.7404360090336,609343.7845420978,28760.8986143239,32
3368,6939.214439708846,609364.9301100546,35608.98601845036,32
9869,1640.3388453222326,609388.577921452,41909.39895259343,32
10144,5442.816405570072,609603.5274344942,32234.622176248467,32
5894,1324.229128667104,609624.2721034507,30560.164934322635,32
2350,2950.229418801961,609684.6230323435,49678.89118168062,32
54,598.8518860416053,609724.777059053,32190.303721983357,32
6347,1248.2979530571736,609728.2368849257,46822.22581008537,32
6877,4547.623343457116,609810.7518526234,36768.3099131086,32
5761,1324.2290027865074,609864.5805144429,46166.07412901462,32
2602,6939.214439708846,609903.0542077178,36368.91157355859,32
1384,598.8519238057842,609966.1665864729,40460.94226030695,32
6740,1324.2290027865074,610024.4949970965,28509.324705834886,32
8513,3272.1324122540395,610047.8814806244,27273.7153554056,32
1508,598.8519238057842,610168.8662038748,36746.188684994806,32
6967,1324.2290027865074,610169.696705274,39599.83688438342,32
196,2307.802957351234,610177.5345622306,37440.32316857781,32
12655,2305.327641308141,610239.7308836234,28578.857361256436,32
11614,4800.8665280564455,610409.9335540278,28685.447991761986,32
5865,1324.229128667104,610658.4789965225,39508.383108412934,32
2066,6939.215698514807,610856.1347498222,29295.099380419364,32
6869,1324.229128667104,610957.9857231604,42882.23472455779,32
5823,1324.229128667104,611092.7077271006,50555.91166712514,32
11685,1079.7404360090336,611150.9197896251,44659.22305766815,32
6909,4547.623721098905,611205.2317173451,34886.69347441584,32
1064,2307.8033349930224,611257.4781308089,41179.445355327116,32
10606,5442.816405570072,611300.38140353,42355.299342212806,32
8328,3272.1324122540395,611410.3118667752,28493.61501980367,32
6949,4547.623343457116,611442.4544187787,34365.80944028433,32
9293,1640.3388453222326,611472.0945235693,39092.07241385881,32
3592,3422.676164229016,611572.8807258256,30007.54581130113,32
13446,2305.327641308141,611669.0882273705,27755.211536166054,32
8189,772.3876030264923,611770.2518892061,41388.0021196453,32
880,598.8519238057842,611849.532555118,57287.10555182364,32
11086,1079.74056188963,611953.3237515532,55553.29677633959,32
3066,6939.214439708846,612122.1303204673,24749.825898455878,32
563,602.4972370499821,612169.7678091394,39281.44779559541,32
1160,2307.802957351234,612180.7844817969,22242.781336720946,32
13443,2305.327641308141,612230.4606366197,26499.951592209065,32
11206,4800.865898653466,612288.5420383634,30610.249250309724,32
5082,7785.998859758548,612449.7702820086,44352.72998859035,32
2595,6939.214439708846,612533.9265638945,33593.29815911196,32
11943,1079.7404360090336,612544.3328896181,28018.41242876401,32
430,602.4972370499821,612553.031675827,54372.53040947419,32
14154,541.1050437126495,612623.0361530429,46815.71951231193,32
1576,598.8518860416053,612633.8945900945,22266.046974284556,32
13481,2305.327641308141,612639.4002416127,33644.367694816996,32
11391,1079.7404360090336,612725.1208731171,55579.27947798565,32
13798,2305.327641308141,612766.5960713304,26707.035327174,32
13574,2305.327641308141,612776.2110281672,51536.34797669132,32
6135,4547.623721098905,612956.0682773392,37862.98192283994,32
14379,2305.327641308141,612986.8147278526,28267.67664874138,32
11681,1079.7404360090336,613007.573683089,33438.00560204156,32
13145,2305.327641308141,613010.6665848522,32820.04612080783,32
13016,517.700819750281,613018.337956218,44798.46098428886,32
13881,2305.327641308141,613054.6026289533,27027.117922670885,32
256,2307.802957351234,613088.4723948307,43413.38196611167,32
13260,2305.327641308141,613126.117018605,24111.735313884055,32
6443,4547.623343457116,613167.3592885273,29386.41497813977,32
12007,1079.7404360090336,613220.8654151051,34009.02703786999,32
5145,7785.998859758548,613280.0103598047,40232.25911791725,32
174,2307.8033349930224,613281.7286385621,54080.17290378315,32
12162,1090.7787166663138,613375.2745979071,29108.605995496815,32
13540,2305.327641308141,613474.8237936599,43559.707828677034,32
9691,5442.816405570072,613475.1038699221,44637.892566960705,32
11178,1079.7404360090336,613479.1771403353,41779.69563002484,32
11142,4800.865898653466,613511.8043742896,35452.76650368661,32
1956,3422.676164229016,613670.0846959417,23093.27415767229,32
11123,1079.7404360090336,613791.8999205914,40989.59749649809,32
1131,598.8518860416053,613806.7415533575,36820.516054414096,32
1684,598.8518860416053,613814.6742736202,37488.615768924945,32
7847,3272.1324122540395,613822.1523659618,27622.433585652438,32
11005,4800.865898653466,613847.4719194002,35378.12434917874,32
9994,5442.816405570072,614109.3018045371,36791.642098176584,32
9714,1640.3388453222326,614121.9777053061,38095.73624112459,32
4863,7785.998859758548,614197.7036668523,29752.51610383978,32
14182,517.7008952786388,614291.9226187104,39126.26139593448,32
1633,2307.802957351234,614378.4272148977,52239.53802200883,32
9287,5442.816405570072,614401.0458489143,31937.0026745468,32
5847,1324.2290027865074,614432.0339323778,41976.034017586026,32
8648,3272.132160492847,614499.2257912827,12150.718022547237,32
11937,1079.7404360090336,614617.3789343309,37189.660001210956,32
2417,2950.22878939898,614722.7130019004,40660.73605354527,32
6471,4547.623343457116,614918.8330435605,44112.89031281188,32
7937,772.3876030264923,614966.4651626118,43973.6483766007,32
12341,4800.8665280564455,614995.4897546202,43007.050565082354,32
12015,4800.865898653466,615083.1327104844,29577.793286379412,32
7156,4547.623343457116,615146.4799206697,37693.26001251277,33
3831,7771.830243376004,615358.1074281145,52938.70210440053,33
11208,4800.865898653466,615368.0054297061,44396.22474297618,33
11974,4800.865898653466,615382.7504092919,37108.805177172515,33
10352,1640.3389712028288,615410.9767176278,33407.98115078362,33
12902,517.700819750281,615421.9414839478,40807.96136344514,33
9620,1640.3389712028288,615428.535402043,31534.66901130315,33
13534,2305.327641308141,615481.8378176291,32019.666864015395,33
13369,2305.327641308141,615644.4031810425,25146.893791064686,33
9587,5442.816405570072,615744.4874667923,30430.10404634943,33
6799,1324.2290027865074,615781.0352657727,26449.6453523096,33
4796,10143.092126868612,615797.4981544593,35785.75514482204,33
8078,772.3876030264923,615860.5321367464,31720.32795593601,33
11429,4800.8665280564455,615928.1178536753,35433.10379218599,33
9449,5442.816405570072,615929.7913418363,32904.36548018963,33
1544,2307.8033349930224,615974.9981399613,40769.68240842959,33
8640,3272.132160492847,616037.5059292217,36698.45420417632,33
1554,2307.8033349930224,616045.3222778507,35940.40315047235,33
9619,1640.3389712028288,616058.5637985701,30909.450876828192,33
8839,814.1182794629115,616077.0800070078,37031.092028955674,33
2460,3422.676164229016,616095.0950858537,44756.66779151327,33
1427,2307.8033349930224,616191.9881090277,38204.66995874122,33
10021,1640.3389712028288,616204.5637616827,52628.885311446546,33
8976,3272.132160492847,616499.8750272753,45336.713845768805,33
5919,4547.623343457116,616511.0616836137,40439.8775920715,33
3484,6939.214439708846,616548.4235587432,32762.376747991002,33
8635,3272.132160492847,616569.1967862416,27115.741284041676,33
5187,7785.998859758548,616622.4992719194,40824.48458255756,33
11932,1079.7404360090336,616758.4759773272,27492.91331267526,33
12111,1090.7787796066118,616806.3014027384,42863.182413899485,33
8761,814.1182794629115,616840.2911044062,27764.354640623496,33
14248,2305.327641308141,616855.6482207994,39597.42485057786,33
2226,2092.9864611806406,616888.6499121818,54278.815915621235,33
300,2307.802957351234,617016.9301606556,28974.492262236763,33
4934,7785.998859758548,617190.1219201484,24121.045413558222,33
12735,517.700819750281,617197.3046777211,35014.839893752505,33
3591,3422.676164229016,617274.7292502078,34813.538830248406,33
13864,541.1050437126495,617374.9156410001,22929.498923744304,33
4134,10143.090238659672,617572.4031461715,48874.19797128315,33
11023,1079.74056188963,617741.8862873464,37799.08754826272,33
11058,1079.74056188963,617809.4754982138,44921.176909457994,33
5832,1324.229128667104,617830.1271269142,46118.526853271505,33
12306,1090.7787166663138,617883.3185109863,35041.69249135744,33
1685,598.8518860416053,617902.5131334264,41484.42086208495,33
545,602.4971615216244,618208.0409952097,47412.57869095624,33
8694,3272.132160492847,618365.596418011,43487.54506092226,33
10778,5442.816405570072,618398.3403675796,27744.909452686825,33
4361,7785.998859758548,618415.7504691131,27404.803504052587,33
11106,4800.8665280564455,618424.3577975766,35217.800698995154,33
10785,5442.816405570072,618438.032606873,33547.4643619703,33
2027,6939.214439708846,618546.6636218079,48046.88809573024,33
12237,1090.7787166663138,618547.1683661931,54372.19097782467,33
772,2307.8033349930224,618697.3029726113,43660.479722955875,33
7940,772.3876030264923,618716.9886985463,47149.28333493223,33
4314,7785.998859758548,618818.692207319,34816.414978305795,33
1132,598.8518860416053,618847.9960196255,36747.60057317119,33
8145,772.3876030264923,618864.7349185194,32240.85723709908,33
4544,10143.090238659672,618888.5431183013,47184.28062215256,33
8131,772.3876030264923,618909.6643282752,45096.70470471869,33
11406,1079.7404360090336,618927.2265690737,31758.936927865376,33
11402,1079.7404360090336,618960.4358858059,35441.22824393267,33
2156,6939.214439708846,618976.7523745053,34086.95846476497,33
6647,4547.623721098905,619030.2803375423,40422.80427574446,33
239,598.8518860416053,619057.0425291869,25825.57275015696,33
10533,1640.3389712028288,619144.3704672788,31649.4331347142,33
5439,4547.623721098905,619188.5785976502,34540.5275523628,33
396,602.4972370499821,619317.0592722603,46831.00016476201,33
5095,10143.090238659672,619539.5638422135,41408.66929015819,33
14012,2305.327641308141,619548.4988917515,21538.305302943507,33
13010,2305.327641308141,619701.8982278088,49594.88936589568,33
11714,4800.8665280564455,619773.1459405305,31168.540177189978,33
5402,4547.623343457116,619935.6521540009,28820.087410929344,33
11109,4800.8665280564455,619943.8777587794,33109.88924361422,33
13450,2305.327641308141,619955.5913470804,32565.561161408765,33
7759,3272.132160492847,620039.0388389789,43885.301212825936,33
8157,772.3876030264923,620113.4367892337,39307.92384072904,33
6629,1324.229128667104,620121.0043154489,41246.97872213501,33
7678,3272.1324122540395,620175.1479950406,40116.27444266074,33
6806,1324.2290027865074,620225.1355878882,29877.36648892685,33
3181,6939.214439708846,620259.902094744,51651.90265268882,33
11746,1079.7404360090336,620439.7235873288,40947.62714379414,33
1147,598.8518860416053,620454.704789357,31420.448899769763,33
8751,3272.132160492847,620654.8771050867,17805.195284072277,33
6878,4547.623343457116,620813.669947653,44559.55834605667,33
13294,517.700819750281,620830.5961662515,34305.30093399834,33
13106,517.7008952786388,620846.3935915763,36091.62585691369,33
5507,4547.623721098905,620954.4625861676,43105.835090991015,33
4726,7785.998859758548,620986.6323442515,43729.29057990337,33
3221,6939.214439708846,621020.917017106,23483.592990557358,33
4861,7785.998859758548,621040.8562101852,37514.39471134837,33
11273,1079.7404360090336,621064.7510241538,59479.59964161563,33
