,weight_2023,pitax_2023,total_income_2023,weight_2024,pitax_2024,total_income_2024,weight_2025,pitax_2025,total_income_2025,weight_2026,pitax_2026,total_income_2026,weight_2027,pitax_2027,total_income_2027,weight_ref_2027,pitax_ref_2027,total_income_ref_2027,weight_ref_2028,pitax_ref_2028,total_income_ref_2028,weight_ref_2029,pitax_ref_2029,total_income_ref_2029,weight_ref_2030,pitax_ref_2030,total_income_ref_2030,weight_ref_2031,pitax_ref_2031,total_income_ref_2031,weight_ref_2032,pitax_ref_2032,total_income_ref_2032,ETR,ETR_ref
20,"23,681.8244",2.0000,"5,969.0000","21,096.7491",2.0000,"5,955.0000","21,096.7491",81.0000,"6,610.0000","21,096.7491",244.0000,"7,337.0000","21,096.7491",430.0000,"8,145.0000","21,096.7491",430.0000,"8,145.0000","21,096.7491",666.0000,"9,040.0000","21,096.7491",945.0000,"10,035.0000","21,096.7491","1,259.0000","11,139.0000","21,096.7491","1,609.0000","12,364.0000","21,096.7491","1,999.0000","13,724.0000",0.0528,0.0528
21,"23,681.8244",5.0000,"6,222.0000","21,096.7491",17.0000,"6,208.0000","21,096.7491",141.0000,"6,891.0000","21,096.7491",314.0000,"7,649.0000","21,096.7491",513.0000,"8,490.0000","21,096.7491",513.0000,"8,490.0000","21,096.7491",766.0000,"9,424.0000","21,096.7491","1,054.0000","10,460.0000","21,096.7491","1,381.0000","11,611.0000","21,096.7491","1,745.0000","12,888.0000","21,096.7491","2,150.0000","14,306.0000",0.0604,0.0604
22,"23,631.1138",4.0000,"6,461.0000","21,051.5741",51.0000,"6,446.0000","21,051.5741",208.0000,"7,156.0000","21,051.5741",390.0000,"7,943.0000","21,051.5741",612.0000,"8,816.0000","21,051.5741",612.0000,"8,816.0000","21,051.5741",884.0000,"9,786.0000","21,051.5741","1,189.0000","10,863.0000","21,051.5741","1,530.0000","12,058.0000","21,051.5741","1,911.0000","13,384.0000","21,051.5741","2,334.0000","14,856.0000",0.0694,0.0694
23,"23,681.8244",3.0000,"6,709.0000","21,096.7491",87.0000,"6,694.0000","21,096.7491",249.0000,"7,430.0000","21,096.7491",437.0000,"8,247.0000","21,096.7491",674.0000,"9,154.0000","21,096.7491",674.0000,"9,154.0000","21,096.7491",953.0000,"10,161.0000","21,096.7491","1,269.0000","11,279.0000","21,096.7491","1,621.0000","12,520.0000","21,096.7491","2,013.0000","13,897.0000","21,096.7491","2,450.0000","15,426.0000",0.0736,0.0736
24,"23,681.8244",15.0000,"6,957.0000","21,096.7491",143.0000,"6,941.0000","21,096.7491",316.0000,"7,704.0000","21,096.7491",517.0000,"8,552.0000","21,096.7491",772.0000,"9,492.0000","21,096.7491",772.0000,"9,492.0000","21,096.7491","1,063.0000","10,537.0000","21,096.7491","1,390.0000","11,696.0000","21,096.7491","1,756.0000","12,982.0000","21,096.7491","2,162.0000","14,410.0000","21,096.7491","2,615.0000","15,995.0000",0.0813,0.0813
25,"23,681.8244",31.0000,"7,153.0000","21,096.7491",180.0000,"7,137.0000","21,096.7491",358.0000,"7,922.0000","21,096.7491",570.0000,"8,793.0000","21,096.7491",834.0000,"9,761.0000","21,096.7491",834.0000,"9,761.0000","21,096.7491","1,133.0000","10,834.0000","21,096.7491","1,469.0000","12,026.0000","21,096.7491","1,845.0000","13,349.0000","21,096.7491","2,264.0000","14,817.0000","21,096.7491","2,729.0000","16,447.0000",0.0854,0.0854
26,"23,681.8244",73.0000,"7,394.0000","21,096.7491",238.0000,"7,377.0000","21,096.7491",425.0000,"8,188.0000","21,096.7491",659.0000,"9,089.0000","21,096.7491",936.0000,"10,089.0000","21,096.7491",936.0000,"10,089.0000","21,096.7491","1,248.0000","11,199.0000","21,096.7491","1,596.0000","12,431.0000","21,096.7491","1,984.0000","13,798.0000","21,096.7491","2,415.0000","15,316.0000","21,096.7491","2,894.0000","17,000.0000",0.0928,0.0928
27,"23,681.8244",116.0000,"7,638.0000","21,096.7491",287.0000,"7,620.0000","21,096.7491",481.0000,"8,459.0000","21,096.7491",735.0000,"9,389.0000","21,096.7491","1,025.0000","10,422.0000","21,096.7491","1,025.0000","10,422.0000","21,096.7491","1,349.0000","11,568.0000","21,096.7491","1,709.0000","12,841.0000","21,096.7491","2,112.0000","14,253.0000","21,096.7491","2,560.0000","15,821.0000","21,096.7491","3,058.0000","17,561.0000",0.0983,0.0983
28,"23,681.8244",171.0000,"7,889.0000","21,096.7491",345.0000,"7,872.0000","21,096.7491",556.0000,"8,737.0000","21,096.7491",821.0000,"9,699.0000","21,096.7491","1,120.0000","10,765.0000","21,096.7491","1,121.0000","10,765.0000","21,096.7491","1,456.0000","11,950.0000","21,096.7491","1,829.0000","13,264.0000","21,096.7491","2,244.0000","14,723.0000","21,096.7491","2,707.0000","16,343.0000","21,096.7491","3,220.0000","18,140.0000",0.1040,0.1041
29,"23,681.8244",239.0000,"8,148.0000","21,096.7491",412.0000,"8,129.0000","21,096.7491",642.0000,"9,023.0000","21,096.7491",918.0000,"10,016.0000","21,096.7491","1,225.0000","11,118.0000","21,096.7491","1,227.0000","11,118.0000","21,096.7491","1,574.0000","12,341.0000","21,096.7491","1,960.0000","13,698.0000","21,096.7491","2,391.0000","15,205.0000","21,096.7491","2,869.0000","16,878.0000","21,096.7491","3,401.0000","18,734.0000",0.1102,0.1104
30,"23,681.8244",312.0000,"8,437.0000","21,096.7491",492.0000,"8,418.0000","21,096.7491",747.0000,"9,344.0000","21,096.7491","1,037.0000","10,372.0000","21,096.7491","1,361.0000","11,513.0000","21,096.7491","1,363.0000","11,513.0000","21,096.7491","1,726.0000","12,779.0000","21,096.7491","2,130.0000","14,185.0000","21,096.7491","2,579.0000","15,745.0000","21,096.7491","3,078.0000","17,477.0000","21,096.7491","3,633.0000","19,399.0000",0.1182,0.1184
31,"23,681.8244",342.0000,"8,630.0000","21,096.7491",524.0000,"8,610.0000","21,096.7491",784.0000,"9,557.0000","21,096.7491","1,077.0000","10,608.0000","21,096.7491","1,405.0000","11,775.0000","21,096.7491","1,407.0000","11,775.0000","21,096.7491","1,774.0000","13,071.0000","21,096.7491","2,182.0000","14,508.0000","21,096.7491","2,636.0000","16,104.0000","21,096.7491","3,140.0000","17,876.0000","21,096.7491","3,700.0000","19,842.0000",0.1193,0.1195
32,"23,681.8244",407.0000,"8,932.0000","21,096.7491",599.0000,"8,912.0000","21,096.7491",867.0000,"9,892.0000","21,096.7491","1,168.0000","10,980.0000","21,096.7491","1,505.0000","12,188.0000","21,096.7491","1,508.0000","12,188.0000","21,096.7491","1,886.0000","13,529.0000","21,096.7491","2,307.0000","15,017.0000","21,096.7491","2,775.0000","16,669.0000","21,096.7491","3,295.0000","18,502.0000","21,096.7491","3,874.0000","20,538.0000",0.1235,0.1237
33,"23,681.8244",471.0000,"9,180.0000","21,096.7491",677.0000,"9,159.0000","21,096.7491",959.0000,"10,166.0000","21,096.7491","1,274.0000","11,285.0000","21,096.7491","1,626.0000","12,526.0000","21,096.7491","1,628.0000","12,526.0000","21,096.7491","2,021.0000","13,904.0000","21,096.7491","2,458.0000","15,433.0000","21,096.7491","2,943.0000","17,131.0000","21,096.7491","3,482.0000","19,015.0000","21,096.7491","4,074.0000","21,107.0000",0.1298,0.1300
34,"23,631.1138",524.0000,"9,432.0000","21,051.5741",736.0000,"9,410.0000","21,051.5741","1,023.0000","10,445.0000","21,051.5741","1,343.0000","11,594.0000","21,051.5741","1,700.0000","12,870.0000","21,051.5741","1,702.0000","12,870.0000","21,051.5741","2,101.0000","14,285.0000","21,051.5741","2,545.0000","15,857.0000","21,051.5741","3,038.0000","17,601.0000","21,051.5741","3,586.0000","19,537.0000","21,051.5741","4,160.0000","21,686.0000",0.1321,0.1322
35,"23,681.8244",600.0000,"9,786.0000","21,096.7491",816.0000,"9,764.0000","21,096.7491","1,112.0000","10,838.0000","21,096.7491","1,444.0000","12,030.0000","21,096.7491","1,815.0000","13,353.0000","21,096.7491","1,822.0000","13,353.0000","21,096.7491","2,238.0000","14,822.0000","21,096.7491","2,699.0000","16,453.0000","21,096.7491","3,213.0000","18,263.0000","21,096.7491","3,783.0000","20,271.0000","21,096.7491","4,371.0000","22,501.0000",0.1359,0.1364
36,"23,681.8244",684.0000,"10,059.0000","21,096.7491",906.0000,"10,036.0000","21,096.7491","1,213.0000","11,140.0000","21,096.7491","1,557.0000","12,366.0000","21,096.7491","1,940.0000","13,726.0000","21,096.7491","1,943.0000","13,726.0000","21,096.7491","2,370.0000","15,236.0000","21,096.7491","2,846.0000","16,912.0000","21,096.7491","3,374.0000","18,772.0000","21,096.7491","3,960.0000","20,837.0000","21,096.7491","4,572.0000","23,129.0000",0.1413,0.1416
37,"23,681.8244",764.0000,"10,381.0000","21,096.7491",986.0000,"10,357.0000","21,096.7491","1,302.0000","11,497.0000","21,096.7491","1,658.0000","12,761.0000","21,096.7491","2,054.0000","14,165.0000","21,096.7491","2,059.0000","14,165.0000","21,096.7491","2,500.0000","15,723.0000","21,096.7491","2,991.0000","17,453.0000","21,096.7491","3,537.0000","19,373.0000","21,096.7491","4,122.0000","21,504.0000","21,096.7491","4,797.0000","23,869.0000",0.1450,0.1454
38,"23,681.8244",857.0000,"10,688.0000","21,096.7491","1,081.0000","10,664.0000","21,096.7491","1,408.0000","11,837.0000","21,096.7491","1,773.0000","13,139.0000","21,096.7491","2,179.0000","14,584.0000","21,096.7491","2,182.0000","14,584.0000","21,096.7491","2,635.0000","16,188.0000","21,096.7491","3,140.0000","17,969.0000","21,096.7491","3,699.0000","19,945.0000","21,096.7491","4,276.0000","22,139.0000","21,096.7491","5,014.0000","24,575.0000",0.1494,0.1496
39,"23,681.8244",932.0000,"10,956.0000","21,096.7491","1,156.0000","10,931.0000","21,096.7491","1,493.0000","12,134.0000","21,096.7491","1,869.0000","13,468.0000","21,096.7491","2,287.0000","14,950.0000","21,096.7491","2,291.0000","14,950.0000","21,096.7491","2,757.0000","16,594.0000","21,096.7491","3,275.0000","18,420.0000","21,096.7491","3,851.0000","20,446.0000","21,096.7491","4,440.0000","22,695.0000","21,096.7491","5,222.0000","25,191.0000",0.1530,0.1532
40,"23,681.8244","1,043.0000","11,265.0000","21,096.7491","1,268.0000","11,239.0000","21,096.7491","1,618.0000","12,476.0000","21,096.7491","2,007.0000","13,848.0000","21,096.7491","2,440.0000","15,371.0000","21,096.7491","2,445.0000","15,371.0000","21,096.7491","2,928.0000","17,062.0000","21,096.7491","3,464.0000","18,939.0000","21,096.7491","4,054.0000","21,022.0000","21,096.7491","4,684.0000","23,335.0000","21,096.7491","5,515.0000","25,901.0000",0.1587,0.1591
41,"23,681.8244","1,086.0000","11,477.0000","21,096.7491","1,313.0000","11,451.0000","21,096.7491","1,669.0000","12,710.0000","21,096.7491","2,065.0000","14,108.0000","21,096.7491","2,505.0000","15,660.0000","21,096.7491","2,510.0000","15,660.0000","21,096.7491","3,001.0000","17,383.0000","21,096.7491","3,546.0000","19,295.0000","21,096.7491","4,135.0000","21,418.0000","21,096.7491","4,799.0000","23,773.0000","21,096.7491","5,646.0000","26,389.0000",0.1600,0.1603
42,"23,681.8244","1,150.0000","11,709.0000","21,096.7491","1,377.0000","11,683.0000","21,096.7491","1,740.0000","12,968.0000","21,096.7491","2,142.0000","14,394.0000","21,096.7491","2,589.0000","15,977.0000","21,096.7491","2,589.0000","15,977.0000","21,096.7491","3,085.0000","17,735.0000","21,096.7491","3,636.0000","19,686.0000","21,096.7491","4,221.0000","21,851.0000","21,096.7491","4,912.0000","24,255.0000","21,096.7491","5,777.0000","26,923.0000",0.1620,0.1620
43,"23,681.8244","1,229.0000","12,008.0000","21,096.7491","1,455.0000","11,981.0000","21,096.7491","1,826.0000","13,299.0000","21,096.7491","2,240.0000","14,761.0000","21,096.7491","2,699.0000","16,385.0000","21,096.7491","2,704.0000","16,385.0000","21,096.7491","3,216.0000","18,187.0000","21,096.7491","3,784.0000","20,188.0000","21,096.7491","4,365.0000","22,409.0000","21,096.7491","5,136.0000","24,874.0000","21,096.7491","6,025.0000","27,610.0000",0.1647,0.1650
44,"23,681.8244","1,308.0000","12,167.0000","21,096.7491","1,534.0000","12,140.0000","21,096.7491","1,913.0000","13,475.0000","21,096.7491","2,333.0000","14,957.0000","21,096.7491","2,800.0000","16,603.0000","21,096.7491","2,800.0000","16,603.0000","21,096.7491","3,319.0000","18,429.0000","21,096.7491","3,895.0000","20,456.0000","21,096.7491","4,465.0000","22,706.0000","21,096.7491","5,275.0000","25,204.0000","21,096.7491","6,181.0000","27,976.0000",0.1686,0.1686
45,"23,631.1138","1,313.0000","12,252.0000","21,051.5741","1,540.0000","12,225.0000","21,051.5741","1,922.0000","13,569.0000","21,051.5741","2,347.0000","15,062.0000","21,051.5741","2,819.0000","16,719.0000","21,051.5741","2,824.0000","16,719.0000","21,051.5741","3,348.0000","18,558.0000","21,051.5741","3,931.0000","20,599.0000","21,051.5741","4,530.0000","22,865.0000","21,051.5741","5,336.0000","25,380.0000","21,051.5741","6,253.0000","28,172.0000",0.1686,0.1689
46,"23,681.8244","1,410.0000","12,526.0000","21,096.7491","1,637.0000","12,498.0000","21,096.7491","2,030.0000","13,873.0000","21,096.7491","2,465.0000","15,399.0000","21,096.7491","2,949.0000","17,093.0000","21,096.7491","2,952.0000","17,093.0000","21,096.7491","3,489.0000","18,973.0000","21,096.7491","4,081.0000","21,060.0000","21,096.7491","4,719.0000","23,377.0000","21,096.7491","5,549.0000","25,948.0000","21,096.7491","6,491.0000","28,803.0000",0.1725,0.1727
47,"23,681.8244","1,500.0000","12,839.0000","21,096.7491","1,729.0000","12,810.0000","21,096.7491","2,133.0000","14,219.0000","21,096.7491","2,581.0000","15,783.0000","21,096.7491","3,079.0000","17,519.0000","21,096.7491","3,082.0000","17,519.0000","21,096.7491","3,635.0000","19,446.0000","21,096.7491","4,224.0000","21,585.0000","21,096.7491","4,914.0000","23,960.0000","21,096.7491","5,779.0000","26,595.0000","21,096.7491","6,746.0000","29,521.0000",0.1758,0.1759
48,"23,681.8244","1,572.0000","13,123.0000","21,096.7491","1,799.0000","13,093.0000","21,096.7491","2,208.0000","14,534.0000","21,096.7491","2,662.0000","16,132.0000","21,096.7491","3,166.0000","17,907.0000","21,096.7491","3,168.0000","17,907.0000","21,096.7491","3,729.0000","19,877.0000","21,096.7491","4,320.0000","22,063.0000","21,096.7491","5,046.0000","24,490.0000","21,096.7491","5,926.0000","27,184.0000","21,096.7491","6,911.0000","30,174.0000",0.1768,0.1769
49,"23,707.1797","1,678.0000","13,491.0000","21,119.3366","1,904.0000","13,461.0000","21,119.3366","2,325.0000","14,941.0000","21,119.3366","2,792.0000","16,585.0000","21,119.3366","3,311.0000","18,409.0000","21,119.3366","3,313.0000","18,409.0000","21,119.3366","3,890.0000","20,434.0000","21,119.3366","4,470.0000","22,682.0000","21,119.3366","5,270.0000","25,177.0000","21,119.3366","6,176.0000","27,946.0000","21,119.3366","7,188.0000","31,020.0000",0.1799,0.1800
50,"23,681.8244","1,764.0000","13,839.0000","21,096.7491","1,989.0000","13,808.0000","21,096.7491","2,419.0000","15,327.0000","21,096.7491","2,896.0000","17,013.0000","21,096.7491","3,425.0000","18,884.0000","21,096.7491","3,428.0000","18,884.0000","21,096.7491","4,015.0000","20,962.0000","21,096.7491","4,629.0000","23,267.0000","21,096.7491","5,453.0000","25,827.0000","21,096.7491","6,382.0000","28,668.0000","21,096.7491","7,418.0000","31,821.0000",0.1814,0.1815
51,"23,656.4691","1,868.0000","14,079.0000","21,074.1616","2,094.0000","14,047.0000","21,074.1616","2,535.0000","15,593.0000","21,074.1616","3,025.0000","17,308.0000","21,074.1616","3,569.0000","19,212.0000","21,074.1616","3,571.0000","19,212.0000","21,074.1616","4,149.0000","21,325.0000","21,074.1616","4,827.0000","23,671.0000","21,074.1616","5,679.0000","26,275.0000","21,074.1616","6,633.0000","29,165.0000","21,074.1616","7,699.0000","32,373.0000",0.1858,0.1859
52,"23,681.8244","1,931.0000","14,286.0000","21,096.7491","2,157.0000","14,254.0000","21,096.7491","2,605.0000","15,822.0000","21,096.7491","3,103.0000","17,562.0000","21,096.7491","3,656.0000","19,494.0000","21,096.7491","3,658.0000","19,494.0000","21,096.7491","4,238.0000","21,639.0000","21,096.7491","4,948.0000","24,019.0000","21,096.7491","5,815.0000","26,661.0000","21,096.7491","6,787.0000","29,594.0000","21,096.7491","7,870.0000","32,849.0000",0.1875,0.1876
53,"23,681.8244","1,986.0000","14,488.0000","21,096.7491","2,213.0000","14,456.0000","21,096.7491","2,667.0000","16,046.0000","21,096.7491","3,172.0000","17,811.0000","21,096.7491","3,733.0000","19,770.0000","21,096.7491","3,734.0000","19,770.0000","21,096.7491","4,333.0000","21,945.0000","21,096.7491","5,049.0000","24,358.0000","21,096.7491","5,930.0000","27,038.0000","21,096.7491","6,913.0000","30,012.0000","21,096.7491","8,007.0000","33,313.0000",0.1888,0.1889
54,"23,681.8244","1,984.0000","14,643.0000","21,096.7491","2,207.0000","14,610.0000","21,096.7491","2,659.0000","16,217.0000","21,096.7491","3,161.0000","18,001.0000","21,096.7491","3,718.0000","19,981.0000","21,096.7491","3,722.0000","19,981.0000","21,096.7491","4,296.0000","22,179.0000","21,096.7491","5,043.0000","24,619.0000","21,096.7491","5,919.0000","27,327.0000","21,096.7491","6,908.0000","30,333.0000","21,096.7491","8,010.0000","33,669.0000",0.1861,0.1863
55,"23,681.8244","2,059.0000","14,880.0000","21,096.7491","2,285.0000","14,847.0000","21,096.7491","2,747.0000","16,480.0000","21,096.7491","3,261.0000","18,293.0000","21,096.7491","3,832.0000","20,305.0000","21,096.7491","3,835.0000","20,305.0000","21,096.7491","4,412.0000","22,539.0000","21,096.7491","5,202.0000","25,018.0000","21,096.7491","6,100.0000","27,770.0000","21,096.7491","7,106.0000","30,824.0000","21,096.7491","8,226.0000","34,215.0000",0.1887,0.1889
56,"23,656.4691","2,159.0000","15,207.0000","21,074.1616","2,385.0000","15,173.0000","21,074.1616","2,858.0000","16,842.0000","21,074.1616","3,384.0000","18,695.0000","21,074.1616","3,968.0000","20,751.0000","21,074.1616","3,971.0000","20,751.0000","21,074.1616","4,577.0000","23,034.0000","21,074.1616","5,392.0000","25,568.0000","21,074.1616","6,317.0000","28,380.0000","21,074.1616","7,349.0000","31,502.0000","21,074.1616","8,497.0000","34,967.0000",0.1912,0.1914
57,"23,681.8244","2,281.0000","15,620.0000","21,096.7491","2,508.0000","15,584.0000","21,096.7491","2,997.0000","17,299.0000","21,096.7491","3,540.0000","19,202.0000","21,096.7491","4,143.0000","21,314.0000","21,096.7491","4,131.0000","21,314.0000","21,096.7491","4,793.0000","23,658.0000","21,096.7491","5,639.0000","26,261.0000","21,096.7491","6,592.0000","29,149.0000","21,096.7491","7,652.0000","32,356.0000","21,096.7491","8,830.0000","35,915.0000",0.1944,0.1938
58,"23,681.8244","2,396.0000","15,999.0000","21,096.7491","2,621.0000","15,962.0000","21,096.7491","3,121.0000","17,718.0000","21,096.7491","3,676.0000","19,667.0000","21,096.7491","4,293.0000","21,831.0000","21,096.7491","4,260.0000","21,831.0000","21,096.7491","4,978.0000","24,232.0000","21,096.7491","5,848.0000","26,898.0000","21,096.7491","6,822.0000","29,856.0000","21,096.7491","7,908.0000","33,141.0000","21,096.7491","9,117.0000","36,786.0000",0.1966,0.1951
59,"23,681.8244","2,505.0000","16,374.0000","21,096.7491","2,730.0000","16,338.0000","21,096.7491","3,242.0000","18,135.0000","21,096.7491","3,811.0000","20,129.0000","21,096.7491","4,442.0000","22,344.0000","21,096.7491","4,394.0000","22,344.0000","21,096.7491","5,166.0000","24,802.0000","21,096.7491","6,059.0000","27,530.0000","21,096.7491","7,060.0000","30,558.0000","21,096.7491","8,172.0000","33,919.0000","21,096.7491","9,410.0000","37,650.0000",0.1988,0.1967
60,"23,681.8244","2,598.0000","16,750.0000","21,096.7491","2,823.0000","16,712.0000","21,096.7491","3,346.0000","18,551.0000","21,096.7491","3,927.0000","20,591.0000","21,096.7491","4,572.0000","22,856.0000","21,096.7491","4,531.0000","22,856.0000","21,096.7491","5,335.0000","25,370.0000","21,096.7491","6,252.0000","28,161.0000","21,096.7491","7,276.0000","31,259.0000","21,096.7491","8,415.0000","34,697.0000","21,096.7491","9,682.0000","38,514.0000",0.2000,0.1982
61,"23,681.8244","2,731.0000","17,177.0000","21,096.7491","2,955.0000","17,138.0000","21,096.7491","3,492.0000","19,024.0000","21,096.7491","4,089.0000","21,116.0000","21,096.7491","4,752.0000","23,439.0000","21,096.7491","4,727.0000","23,439.0000","21,096.7491","5,562.0000","26,017.0000","21,096.7491","6,506.0000","28,879.0000","21,096.7491","7,559.0000","32,056.0000","21,096.7491","8,728.0000","35,582.0000","21,096.7491","10,031.0000","39,496.0000",0.2027,0.2017
62,"23,656.4691","2,840.0000","17,599.0000","21,074.1616","3,064.0000","17,559.0000","21,074.1616","3,613.0000","19,490.0000","21,074.1616","4,222.0000","21,634.0000","21,074.1616","4,899.0000","24,014.0000","21,074.1616","4,891.0000","24,014.0000","21,074.1616","5,751.0000","26,655.0000","21,074.1616","6,717.0000","29,588.0000","21,074.1616","7,793.0000","32,842.0000","21,074.1616","8,989.0000","36,455.0000","21,074.1616","10,321.0000","40,465.0000",0.2040,0.2037
63,"23,681.8244","2,938.0000","18,039.0000","21,096.7491","3,161.0000","17,998.0000","21,096.7491","3,718.0000","19,978.0000","21,096.7491","4,337.0000","22,175.0000","21,096.7491","5,025.0000","24,615.0000","21,096.7491","5,036.0000","24,615.0000","21,096.7491","5,912.0000","27,322.0000","21,096.7491","6,896.0000","30,328.0000","21,096.7491","7,994.0000","33,664.0000","21,096.7491","9,216.0000","37,367.0000","21,096.7491","10,575.0000","41,477.0000",0.2041,0.2046
64,"23,681.8244","3,064.0000","18,464.0000","21,096.7491","3,289.0000","18,422.0000","21,096.7491","3,863.0000","20,449.0000","21,096.7491","4,502.0000","22,698.0000","21,096.7491","5,211.0000","25,195.0000","21,096.7491","5,246.0000","25,195.0000","21,096.7491","6,151.0000","27,966.0000","21,096.7491","7,164.0000","31,043.0000","21,096.7491","8,290.0000","34,457.0000","21,096.7491","9,545.0000","38,247.0000","21,096.7491","10,945.0000","42,455.0000",0.2068,0.2082
65,"23,681.8244","3,227.0000","18,915.0000","21,096.7491","3,451.0000","18,872.0000","21,096.7491","4,043.0000","20,948.0000","21,096.7491","4,700.0000","23,252.0000","21,096.7491","5,430.0000","25,810.0000","21,096.7491","5,491.0000","25,810.0000","21,096.7491","6,426.0000","28,649.0000","21,096.7491","7,469.0000","31,800.0000","21,096.7491","8,628.0000","35,298.0000","21,096.7491","9,918.0000","39,181.0000","21,096.7491","11,353.0000","43,491.0000",0.2104,0.2127
66,"23,681.8244","3,335.0000","19,416.0000","21,096.7491","3,558.0000","19,372.0000","21,096.7491","4,161.0000","21,503.0000","21,096.7491","4,830.0000","23,869.0000","21,096.7491","5,574.0000","26,494.0000","21,096.7491","5,667.0000","26,494.0000","21,096.7491","6,620.0000","29,409.0000","21,096.7491","7,685.0000","32,643.0000","21,096.7491","8,869.0000","36,234.0000","21,096.7491","10,187.0000","40,220.0000","21,096.7491","11,653.0000","44,644.0000",0.2104,0.2139
67,"23,681.8244","3,539.0000","19,856.0000","21,096.7491","3,762.0000","19,811.0000","21,096.7491","4,388.0000","21,991.0000","21,096.7491","5,083.0000","24,410.0000","21,096.7491","5,854.0000","27,095.0000","21,096.7491","5,979.0000","27,095.0000","21,096.7491","6,969.0000","30,075.0000","21,096.7491","8,070.0000","33,383.0000","21,096.7491","9,295.0000","37,055.0000","21,096.7491","10,658.0000","41,131.0000","21,096.7491","12,174.0000","45,656.0000",0.2161,0.2207
68,"23,656.4691","3,618.0000","20,399.0000","21,074.1616","3,841.0000","20,353.0000","21,074.1616","4,475.0000","22,592.0000","21,074.1616","5,180.0000","25,077.0000","21,074.1616","5,963.0000","27,836.0000","21,074.1616","6,118.0000","27,836.0000","21,074.1616","7,128.0000","30,898.0000","21,074.1616","8,254.0000","34,297.0000","21,074.1616","9,506.0000","38,069.0000","21,074.1616","10,900.0000","42,257.0000","21,074.1616","12,452.0000","46,905.0000",0.2142,0.2198
69,"23,681.8244","3,821.0000","21,120.0000","21,096.7491","4,044.0000","21,073.0000","21,096.7491","4,701.0000","23,391.0000","21,096.7491","5,431.0000","25,963.0000","21,096.7491","6,242.0000","28,819.0000","21,096.7491","6,440.0000","28,819.0000","21,096.7491","7,488.0000","31,990.0000","21,096.7491","8,653.0000","35,508.0000","21,096.7491","9,949.0000","39,414.0000","21,096.7491","11,390.0000","43,750.0000","21,096.7491","12,993.0000","48,562.0000",0.2166,0.2235
70,"23,681.8244","3,928.0000","21,397.0000","21,096.7491","4,149.0000","21,349.0000","21,096.7491","4,816.0000","23,697.0000","21,096.7491","5,557.0000","26,304.0000","21,096.7491","6,379.0000","29,198.0000","21,096.7491","6,592.0000","29,198.0000","21,096.7491","7,657.0000","32,409.0000","21,096.7491","8,839.0000","35,974.0000","21,096.7491","10,152.0000","39,932.0000","21,096.7491","11,611.0000","44,324.0000","21,096.7491","13,233.0000","49,200.0000",0.2185,0.2258
71,"23,681.8244","4,038.0000","21,856.0000","21,096.7491","4,260.0000","21,807.0000","21,096.7491","4,940.0000","24,206.0000","21,096.7491","5,695.0000","26,868.0000","21,096.7491","6,535.0000","29,824.0000","21,096.7491","6,777.0000","29,824.0000","21,096.7491","7,862.0000","33,104.0000","21,096.7491","9,069.0000","36,746.0000","21,096.7491","10,412.0000","40,788.0000","21,096.7491","11,905.0000","45,274.0000","21,096.7491","13,568.0000","50,255.0000",0.2191,0.2272
72,"23,681.8244","4,234.0000","22,470.0000","21,096.7491","4,457.0000","22,419.0000","21,096.7491","5,161.0000","24,885.0000","21,096.7491","5,942.0000","27,623.0000","21,096.7491","6,809.0000","30,661.0000","21,096.7491","7,090.0000","30,661.0000","21,096.7491","8,212.0000","34,034.0000","21,096.7491","9,459.0000","37,778.0000","21,096.7491","10,847.0000","41,933.0000","21,096.7491","12,391.0000","46,546.0000","21,096.7491","14,109.0000","51,666.0000",0.2221,0.2312
73,"23,681.8244","4,412.0000","23,073.0000","21,096.7491","4,633.0000","23,021.0000","21,096.7491","5,355.0000","25,553.0000","21,096.7491","6,157.0000","28,364.0000","21,096.7491","7,048.0000","31,484.0000","21,096.7491","7,373.0000","31,484.0000","21,096.7491","8,524.0000","34,948.0000","21,096.7491","9,803.0000","38,792.0000","21,096.7491","11,226.0000","43,059.0000","21,096.7491","12,810.0000","47,795.0000","21,096.7491","14,571.0000","53,053.0000",0.2239,0.2342
